n v tiempo llamadas
19 169 0.031461 1510
20 169 0.045287 2290
21 169 0.035043 2182
22 169 0.019514 1044
23 169 0.044741 2136
24 169 0.034039 1769
25 169 0.030744 1808
26 169 0.042546 2310
27 169 0.201964 11412
28 169 0.075052 4101
29 169 0.061626 3128
1 256 0.000368 3
2 256 0.000465 7
3 256 0.000683 15
4 256 0.000976 31
5 256 0.001256 33
6 256 0.001665 54
7 256 0.001773 66
8 256 0.002786 115
9 256 0.004441 201
10 256 0.002219 97
11 256 0.006046 305
12 256 0.008688 456
13 256 0.003107 161
14 256 0.008919 455
15 256 0.014993 589
16 256 0.004697 240
17 256 0.018079 1047
18 256 0.042793 2658
19 256 0.022563 1079
20 256 0.017861 839
21 256 0.024975 1278
22 256 0.035017 2281
23 256 0.030691 1765
24 256 0.02582 1393
25 256 0.040024 2131
26 256 0.179565 10045
27 256 0.075508 3570
28 256 0.067007 3309
29 256 0.116034 7162
1 361 0.000381 3
2 361 0.000435 7
3 361 0.001017 11
4 361 0.000744 17
5 361 0.001271 37
6 361 0.001716 50
7 361 0.001196 40
8 361 0.003559 161
9 361 0.00563 284
10 361 0.011349 636
11 361 0.003795 185
12 361 0.004824 238
13 361 0.007393 374
14 361 0.011094 654
15 361 0.010712 619
16 361 0.008196 489
17 361 0.043693 2409
18 361 0.029506 1578
19 361 0.020297 964
20 361 0.062104 2711
21 361 0.023948 1292
22 361 0.012016 727
23 361 0.062319 3681
24 361 0.085145 5271
25 361 0.046314 2339
26 361 0.0521 3279
27 361 0.058182 2883
28 361 0.067856 3605
29 361 0.058235 2865
1 484 0.000434 3
2 484 0.000471 7
3 484 0.000754 13
4 484 0.001005 29
5 484 0.001085 31
6 484 0.001739 63
7 484 0.002101 76
8 484 0.002846 119
9 484 0.002767 99
10 484 0.004907 233
11 484 0.006123 324
12 484 0.011149 618
13 484 0.01144 583
14 484 0.011652 731
15 484 0.032582 1595
16 484 0.088888 4979
17 484 0.026777 1454
18 484 0.019925 1272
19 484 0.023276 1020
20 484 0.032273 1774
21 484 0.027938 1553
22 484 0.024404 1234
23 484 0.047742 3255
24 484 0.029391 1771
25 484 0.081259 4650
26 484 0.077422 2952
27 484 0.049541 2712
28 484 0.034083 1908
29 484 0.08488 5133
1 625 0.000417 3
2 625 0.000418 6
3 625 0.000735 13
4 625 0.000793 20
5 625 0.001421 41
6 625 0.001791 72
7 625 0.002108 72
8 625 0.004989 232
9 625 0.007986 455
10 625 0.004651 240
11 625 0.007467 364
12 625 0.010797 480
13 625 0.010443 578
14 625 0.010904 637
15 625 0.010224 577
16 625 0.010758 604
17 625 0.073731 4357
18 625 0.028796 1560
19 625 0.022271 1320
20 625 0.014052 957
21 625 0.075493 5155
22 625 0.063214 3641
23 625 0.051624 3184
24 625 0.022443 1489
25 625 0.035048 2034
26 625 0.154419 7856
27 625 0.024237 1458
28 625 0.096625 6283
29 625 0.117751 8204
1 784 0.000303 3
2 784 0.000526 7
3 784 0.000642 10
4 784 0.000918 21
5 784 0.001258 34
6 784 0.00186 59
7 784 0.001573 58
8 784 0.004628 201
9 784 0.003848 178
10 784 0.003558 171
11 784 0.006166 261
12 784 0.004927 255
13 784 0.009803 546
14 784 0.017573 894
15 784 0.017822 797
16 784 0.04266 1374
17 784 0.018702 879
18 784 0.020027 1173
19 784 0.064196 3366
20 784 0.022554 1292
21 784 0.074245 5033
22 784 0.063036 2806
23 784 0.022344 1427
24 784 0.346131 21523
25 784 0.130555 6672
26 784 0.032689 1567
27 784 0.084095 5779
28 784 0.049232 2744
29 784 0.173849 11951
1 961 0.000401 3
2 961 0.00052 7
3 961 0.000691 11
4 961 0.000781 15
5 961 0.00124 31
6 961 0.001676 57
7 961 0.001773 62
8 961 0.002567 106
9 961 0.002249 86
10 961 0.004564 210
11 961 0.00883 450
12 961 0.011933 673
13 961 0.005663 290
14 961 0.019359 1033
15 961 0.017165 1024
16 961 0.013289 745
17 961 0.030269 1960
18 961 0.116863 7217
19 961 0.028616 1641
20 961 0.048661 3313
21 961 0.075878 4489
22 961 0.073648 4064
23 961 0.065599 3979
24 961 0.058484 2390
25 961 0.088834 5170
26 961 0.112346 5518
27 961 0.160241 8408
28 961 0.197121 12468
29 961 0.255786 16807
1 1156 0.000399 3
2 1156 0.000433 6
3 1156 0.000722 13
4 1156 0.001053 27
5 1156 0.000997 27
6 1156 0.001565 43
7 1156 0.002089 77
8 1156 0.002425 95
9 1156 0.004334 190
10 1156 0.005885 303
11 1156 0.005844 268
12 1156 0.006118 327
13 1156 0.016335 1057
14 1156 0.036847 2149
15 1156 0.008097 437
16 1156 0.033109 1941
17 1156 0.01903 1108
18 1156 0.019962 1239
19 1156 0.035943 2185
20 1156 0.035737 2225
21 1156 0.052119 2863
22 1156 0.103926 5602
23 1156 0.042726 2501
24 1156 0.040388 2763
25 1156 0.081438 5745
26 1156 0.026705 1508
27 1156 0.154342 8907
28 1156 0.101404 5052
29 1156 0.084568 4937
1 1369 0.000303 3
2 1369 0.000602 7
3 1369 0.000745 14
4 1369 0.00092 22
5 1369 0.001439 46
6 1369 0.002103 80
7 1369 0.003025 127
8 1369 0.003674 148
9 1369 0.003309 142
10 1369 0.005121 253
11 1369 0.021325 1324
12 1369 0.006021 297
13 1369 0.016779 1012
14 1369 0.022777 1260
15 1369 0.019957 1136
16 1369 0.017207 978
17 1369 0.011884 736
18 1369 0.02577 1633
19 1369 0.010416 578
20 1369 0.031292 1493
21 1369 0.063233 4144
22 1369 0.102453 6585
23 1369 0.234172 15306
24 1369 0.082486 4861
25 1369 0.062382 4474
26 1369 0.125412 8778
27 1369 0.05014 3286
28 1369 0.168891 12058
29 1369 0.090507 5251
1 1600 0.000409 3
2 1600 0.000572 7
3 1600 0.000631 15
4 1600 0.0009 23
5 1600 0.00153 50
6 1600 0.001512 51
7 1600 0.003946 203
8 1600 0.001718 70
9 1600 0.002433 115
10 1600 0.010273 575
11 1600 0.004417 213
12 1600 0.005622 282
13 1600 0.026024 1617
14 1600 0.012759 729
15 1600 0.010997 638
16 1600 0.051025 2935
17 1600 0.018505 1152
18 1600 0.045841 2823
19 1600 0.073285 4237
20 1600 0.042307 1620
21 1600 0.038658 2744
22 1600 0.106859 4421
23 1600 0.038254 1712
24 1600 0.069151 4079
25 1600 0.073614 4578
26 1600 0.131896 8011
27 1600 0.220532 11977
28 1600 0.065831 2890
29 1600 0.067036 3012
1 1849 0.000431 3
2 1849 0.000388 6
3 1849 0.000855 12
4 1849 0.000942 25
5 1849 0.001176 34
6 1849 0.001438 45
7 1849 0.002192 83
8 1849 0.002234 85
9 1849 0.005381 278
10 1849 0.007162 365
11 1849 0.006964 372
12 1849 0.00482 242
13 1849 0.01733 1043
14 1849 0.030541 1763
15 1849 0.031076 1964
16 1849 0.034275 2180
17 1849 0.096832 6100
18 1849 0.028911 1575
19 1849 0.024046 1472
20 1849 0.054388 3551
21 1849 0.020375 1064
22 1849 0.036757 1829
23 1849 0.109568 5396
24 1849 0.073535 5221
25 1849 0.13946 6598
26 1849 0.105126 5754
27 1849 0.09969 6316
28 1849 0.161766 11688
29 1849 0.13426 8198
1 2116 0.000473 3
2 2116 0.000533 7
3 2116 0.000633 12
4 2116 0.000846 20
5 2116 0.00118 32
6 2116 0.000963 28
7 2116 0.001257 44
8 2116 0.004471 195
9 2116 0.006591 345
10 2116 0.003788 175
11 2116 0.017717 1012
12 2116 0.011206 649
13 2116 0.006451 337
14 2116 0.010904 583
15 2116 0.015355 784
16 2116 0.015054 746
17 2116 0.021734 1353
18 2116 0.042695 2489
19 2116 0.026832 1561
20 2116 0.019734 1154
21 2116 0.110143 7430
22 2116 0.024332 1319
23 2116 0.087009 6293
24 2116 0.189089 12080
25 2116 0.11786 7783
26 2116 0.047576 2769
27 2116 0.287363 15159
28 2116 0.190835 11185
29 2116 0.319023 19076
1 2401 0.000296 3
2 2401 0.000519 7
3 2401 0.00056 12
4 2401 0.000821 20
5 2401 0.001475 45
6 2401 0.001516 48
7 2401 0.001638 58
8 2401 0.002034 78
9 2401 0.004556 208
10 2401 0.006428 356
11 2401 0.013929 760
12 2401 0.005831 284
13 2401 0.0111 579
14 2401 0.009832 522
15 2401 0.007662 465
16 2401 0.016591 946
17 2401 0.02004 1259
18 2401 0.038328 2432
19 2401 0.04758 3241
20 2401 0.060396 3820
21 2401 0.147722 9363
22 2401 0.059064 4174
23 2401 0.039372 2684
24 2401 0.196868 14650
25 2401 0.485724 33490
26 2401 0.069071 4423
27 2401 0.151831 10901
28 2401 0.684 42936
29 2401 0.080664 5205
1 2704 0.000315 3
2 2704 0.00046 7
3 2704 0.000687 15
4 2704 0.000974 29
5 2704 0.001663 47
6 2704 0.001906 80
7 2704 0.001701 61
8 2704 0.003364 147
9 2704 0.002825 127
10 2704 0.00283 118
11 2704 0.005409 255
12 2704 0.003785 202
13 2704 0.019813 1164
14 2704 0.014911 950
15 2704 0.015754 912
16 2704 0.020456 1182
17 2704 0.014103 819
18 2704 0.026372 1638
19 2704 0.045481 2962
20 2704 0.027664 1819
21 2704 0.025138 1496
22 2704 0.021287 1144
23 2704 0.063363 4510
24 2704 0.080331 5523
25 2704 0.071148 4240
26 2704 0.078208 4692
27 2704 0.063251 4339
28 2704 0.104115 7656
29 2704 0.059009 4052
1 3025 0.000475 3
2 3025 0.000532 7
3 3025 0.000703 15
4 3025 0.000875 25
5 3025 0.001025 26
6 3025 0.001282 40
7 3025 0.0023 95
8 3025 0.003408 153
9 3025 0.003774 169
10 3025 0.004892 235
11 3025 0.006384 363
12 3025 0.008907 441
13 3025 0.013686 813
14 3025 0.010527 564
15 3025 0.029 1717
16 3025 0.013594 610
17 3025 0.022491 1291
18 3025 0.118287 7815
19 3025 0.032124 2124
20 3025 0.041916 2077
21 3025 0.02998 2097
22 3025 0.064412 3849
23 3025 0.088549 5888
24 3025 0.10515 7763
25 3025 0.371234 23018
26 3025 0.068931 2697
27 3025 0.113746 8350
28 3025 0.250184 16679
29 3025 0.351974 21956
1 3364 0.000505 3
2 3364 0.00052 7
3 3364 0.000754 15
4 3364 0.001069 30
5 3364 0.001385 44
6 3364 0.001895 70
7 3364 0.002155 78
8 3364 0.002456 94
9 3364 0.002334 100
10 3364 0.006242 327
11 3364 0.006426 343
12 3364 0.012744 597
13 3364 0.006783 381
14 3364 0.028626 1684
15 3364 0.02958 1824
16 3364 0.030557 1741
17 3364 0.022828 1387
18 3364 0.043442 2772
19 3364 0.025436 1487
20 3364 0.064105 3923
21 3364 0.079824 3814
22 3364 0.025427 1662
23 3364 0.20597 13579
24 3364 0.081907 5695
25 3364 0.081308 5283
26 3364 0.597808 37468
27 3364 0.136162 9477
28 3364 0.031325 2045
29 3364 0.048087 3426
1 3721 0.000488 3
2 3721 0.000547 6
3 3721 0.000752 15
4 3721 0.000696 18
5 3721 0.001681 40
6 3721 0.002038 79
7 3721 0.003188 146
8 3721 0.001558 55
9 3721 0.002638 110
10 3721 0.00614 311
11 3721 0.011368 642
12 3721 0.006614 350
13 3721 0.011979 705
14 3721 0.019974 1175
15 3721 0.023008 1387
16 3721 0.070426 3115
17 3721 0.028853 1687
18 3721 0.008445 498
19 3721 0.037647 2384
20 3721 0.014456 960
21 3721 0.05846 4038
22 3721 0.040336 2849
23 3721 0.107783 6870
24 3721 0.064 4469
25 3721 0.10031 7287
26 3721 0.606492 35734
27 3721 0.221811 16786
28 3721 0.383698 26144
29 3721 0.278951 19679
1 4096 0.000451 3
2 4096 0.000426 6
3 4096 0.000591 10
4 4096 0.000916 23
5 4096 0.000935 22
6 4096 0.001943 76
7 4096 0.002876 126
8 4096 0.00343 146
9 4096 0.007544 408
10 4096 0.008077 433
11 4096 0.005709 280
12 4096 0.005348 284
13 4096 0.009863 503
14 4096 0.005639 296
15 4096 0.026788 1618
16 4096 0.088452 5562
17 4096 0.031668 1985
18 4096 0.040287 2693
19 4096 0.073559 4970
20 4096 0.040178 2387
21 4096 0.020631 1286
22 4096 0.134788 9675
23 4096 0.024796 1302
24 4096 0.029266 1899
25 4096 0.07892 5364
26 4096 0.643949 45179
27 4096 0.170561 10807
28 4096 0.774937 48795
29 4096 0.117275 8170
1 4489 0.000409 3
2 4489 0.000511 7
3 4489 0.000678 13
4 4489 0.000733 15
5 4489 0.001489 47
6 4489 0.001307 42
7 4489 0.002001 61
8 4489 0.00404 198
9 4489 0.005503 269
10 4489 0.006507 305
11 4489 0.007796 443
12 4489 0.009237 454
13 4489 0.006103 329
14 4489 0.013654 768
15 4489 0.012467 711
16 4489 0.014182 823
17 4489 0.041842 2803
18 4489 0.038604 2366
19 4489 0.036715 2394
20 4489 0.05654 3928
21 4489 0.05366 3503
22 4489 0.029248 1499
23 4489 0.091349 5660
24 4489 0.147627 9332
25 4489 0.569707 37202
26 4489 0.172259 11582
27 4489 0.074852 4620
28 4489 0.273651 19869
29 4489 0.254825 14631
1 4900 0.000407 3
2 4900 0.000486 7
3 4900 0.000703 13
4 4900 0.001004 24
5 4900 0.001332 40
6 4900 0.001517 43
7 4900 0.002141 80
8 4900 0.002958 124
9 4900 0.007254 366
10 4900 0.012761 761
11 4900 0.004665 217
12 4900 0.004054 197
13 4900 0.006103 309
14 4900 0.017895 1091
15 4900 0.02243 1332
16 4900 0.020572 1333
17 4900 0.016904 1050
18 4900 0.03376 2249
19 4900 0.039654 2501
20 4900 0.239114 15652
21 4900 0.073899 4600
22 4900 0.10128 7167
23 4900 0.193786 14074
24 4900 0.101798 7730
25 4900 0.086402 6412
26 4900 0.12093 8812
27 4900 0.309654 21762
28 4900 0.213401 12159
29 4900 0.197603 13435
1 5329 0.000408 3
2 5329 0.000545 7
3 5329 0.000731 14
4 5329 0.000952 22
5 5329 0.00136 51
6 5329 0.002028 83
7 5329 0.002359 97
8 5329 0.00306 141
9 5329 0.00301 146
10 5329 0.004695 230
11 5329 0.003149 144
12 5329 0.0062 313
13 5329 0.01123 658
14 5329 0.020301 1188
15 5329 0.025378 1473
16 5329 0.019522 1213
17 5329 0.027268 1695
18 5329 0.023877 1249
19 5329 0.041142 2598
20 5329 0.049202 2432
21 5329 0.064146 4412
22 5329 0.089233 6499
23 5329 0.050178 3592
24 5329 0.116429 8576
25 5329 0.602391 33401
26 5329 0.158583 7537
27 5329 0.229191 17165
28 5329 0.241942 16072
29 5329 0.214484 15333
1 5776 0.000393 3
2 5776 0.0005 6
3 5776 0.000643 13
4 5776 0.001065 23
5 5776 0.000899 24
6 5776 0.001728 58
7 5776 0.00204 76
8 5776 0.002641 121
9 5776 0.00319 138
10 5776 0.007369 375
11 5776 0.004053 179
12 5776 0.00477 250
13 5776 0.010175 555
14 5776 0.016115 924
15 5776 0.015433 915
16 5776 0.027592 1635
17 5776 0.035015 2157
18 5776 0.01475 911
19 5776 0.031659 2164
20 5776 0.082668 5551
21 5776 0.017171 1117
22 5776 0.053104 3711
23 5776 0.161007 11162
24 5776 0.207904 13499
25 5776 0.089515 6193
26 5776 0.079306 5349
27 5776 0.18466 13927
28 5776 0.293081 18870
29 5776 0.112534 7850
1 6241 0.000424 3
2 6241 0.000551 7
3 6241 0.00071 12
4 6241 0.00096 20
5 6241 0.000905 21
6 6241 0.001205 33
7 6241 0.002314 83
8 6241 0.002504 108
9 6241 0.002421 102
10 6241 0.002923 135
11 6241 0.005369 239
12 6241 0.009743 516
13 6241 0.01398 772
14 6241 0.012119 689
15 6241 0.01043 583
16 6241 0.010886 600
17 6241 0.046727 2945
18 6241 0.061867 4124
19 6241 0.051758 3289
20 6241 0.032363 2091
21 6241 0.074154 5424
22 6241 0.077031 4218
23 6241 0.165811 11205
24 6241 0.142398 8026
25 6241 0.094274 6635
26 6241 0.109801 8057
27 6241 0.026744 1874
28 6241 0.132325 9836
29 6241 0.05415 2864
