1 4 0.00033 3
4 4 0.000822 22
7 4 0.000678 23
10 4 0.001655 77
13 4 0.001898 89
16 4 0.0024 136
19 4 0.010441 686
22 4 0.005393 338
25 4 0.015285 1101
28 4 0.019647 1478
31 4 0.026909 2023
34 4 0.046406 3784
37 4 0.071119 4714
40 4 0.040977 3196
43 4 0.042992 3357
46 4 0.168845 12969
49 4 0.137434 11590
52 4 0.075499 5764
55 4 0.319691 26971
58 4 0.089371 6909
61 4 0.408789 35133
64 4 0.453889 39024
67 4 0.203921 16584
70 4 0.375638 31542
73 4 0.544757 43870
76 4 0.232326 17947
79 4 0.506572 41682
1 25 0.000316 3
4 25 0.000775 25
7 25 0.002334 108
10 25 0.003711 202
13 25 0.017042 1267
16 25 0.037026 2766
19 25 0.04773 3557
22 25 0.028847 2020
25 25 0.076977 6261
28 25 0.171093 14591
31 25 0.07402 6141
34 25 2.55965 228956
37 25 0.521058 45222
40 25 0.555554 44535
43 25 2.06251 175820
46 25 1.25783 104540
49 25 1.2531 108609
52 25 7.14097 604778
55 25 4.37155 388005
58 25 6.43963 545751
61 25 73.5564 6670617
64 25 4.6941 403483
67 25 32.7279 2975246
70 25 5.1991 471268
73 25 269.267 23646610
76 25 97.9731 8870737
79 25 24.3474 2206642
1 64 0.000292 3
4 64 0.000713 22
7 64 0.001342 62
10 64 0.002936 157
13 64 0.005311 350
16 64 0.012672 968
19 64 0.037238 3283
22 64 0.084937 7335
25 64 0.079081 7105
28 64 0.100031 9002
31 64 0.569898 53123
34 64 0.851496 76325
37 64 0.6927 58944
40 64 1.171 102892
43 64 2.6632 231966
46 64 2.03377 173442
49 64 1.24635 104317
52 64 12.3418 1138485
55 64 95.9535 8741111
58 64 8.82567 777425
61 64 29.8922 2770401
64 64 17.4198 1601456
67 64 469.526 43795419
70 64 67.89 6452156
73 64 2.58135 230623
76 64 27.307 2470341
79 64 27.8998 2720788
1 121 0.000312 3
4 121 0.000748 24
7 121 0.002088 113
10 121 0.003959 233
13 121 0.010475 786
16 121 0.014549 1059
19 121 0.105204 9362
22 121 0.035919 2863
25 121 0.107116 9418
28 121 0.098644 8259
31 121 0.397796 33612
34 121 0.208153 18864
37 121 1.33075 121089
40 121 0.634219 57875
43 121 0.797945 70613
46 121 6.21461 571168
49 121 9.93625 876789
52 121 1.14938 106811
55 121 25.375 2382945
58 121 2.99327 269908
61 121 66.0173 6029672
64 121 160.093 14569202
67 121 19.3351 1770170
70 121 442.698 38889843
73 121 504.927 45563815
76 121 23.87 2159465
79 121 72.9551 6604791
1 196 0.000358 3
4 196 0.000695 20
7 196 0.001708 84
10 196 0.003454 215
13 196 0.004769 328
16 196 0.053887 4452
19 196 0.06217 3044
22 196 0.060422 5391
25 196 0.06558 6165
28 196 0.211136 19557
31 196 1.02656 98253
34 196 0.751187 69603
37 196 0.39368 35722
40 196 0.49607 38687
43 196 0.617251 55764
46 196 2.19814 189322
49 196 3.24473 290287
52 196 3.14611 267030
55 196 5.81798 525652
58 196 201.35 17337406
61 196 238.19 23644110
64 196 10.3205 940145
67 196 29.3576 2514034
70 196 24.6439 2222189
73 196 229.155 21768202
76 196 269.493 25876753
79 196 2576.64 235128158
1 289 0.000295 3
4 289 0.000759 22
7 289 0.002675 136
10 289 0.011849 896
13 289 0.005694 398
16 289 0.022492 1889
19 289 0.114313 10787
22 289 0.097456 4728
25 289 0.029774 2370
28 289 0.046296 3954
31 289 0.286767 25584
34 289 1.74047 156796
37 289 0.406925 35462
40 289 0.720308 63990
43 289 1.48967 136116
46 289 2.52448 226652
49 289 1.55541 134388
52 289 21.8078 1978896
55 289 18.8386 1751990
58 289 37.0292 3309135
61 289 7.85318 723426
64 289 7.97037 771006
67 289 377.288 36905511
70 289 8.5951 787796
73 289 147.924 13910124
76 289 162.11 14957963
79 289 316.488 29992982
1 400 0.000287 3
4 400 0.000745 31
7 400 0.001277 56
10 400 0.00335 174
13 400 0.006812 495
16 400 0.012619 962
19 400 0.051962 4329
22 400 0.131919 9109
25 400 0.113632 9961
28 400 0.165395 14866
31 400 0.640202 60666
34 400 0.614333 59005
37 400 0.421873 39079
40 400 0.583047 52994
43 400 0.919318 81722
46 400 5.12414 502260
49 400 3.90165 352653
52 400 155.374 15732747
55 400 33.2934 3033402
58 400 77.9564 7127181
61 400 16.5157 1528455
64 400 14.1428 1324081
67 400 5.22405 473646
70 400 145.943 13318778
73 400 21.6999 2008571
76 400 16.3087 1482571
79 400 95.9621 8640305
1 529 0.00029 3
4 529 0.000624 18
7 529 0.001286 57
10 529 0.002984 162
13 529 0.011798 839
16 529 0.021847 1766
19 529 0.0522 4507
22 529 0.044384 3661
25 529 0.061587 5559
28 529 0.461645 40975
31 529 0.302747 25308
34 529 0.489218 42544
37 529 1.41467 128062
40 529 1.10404 100933
43 529 6.07869 542849
46 529 16.1264 1440534
49 529 5.0369 448799
52 529 2.8698 253766
55 529 6.4895 558371
58 529 5.21337 440155
61 529 4.66178 421599
64 529 25.3211 2370003
67 529 219.737 21100588
70 529 226.786 20730938
73 529 87.6195 8344282
76 529 193.938 17984000
79 529 34.0527 3238217
1 676 0.00029 3
4 676 0.000633 17
7 676 0.0015 68
10 676 0.002957 176
13 676 0.003431 217
16 676 0.013244 1037
19 676 0.029704 2545
22 676 0.083111 7405
25 676 0.066049 5670
28 676 0.410629 37194
31 676 0.491519 45734
34 676 0.692664 67963
37 676 1.03045 93753
40 676 0.679055 57525
43 676 1.07067 97508
46 676 1.57694 140538
49 676 3.6307 333639
52 676 3.50748 317947
55 676 62.002 5702364
58 676 137.424 12824277
61 676 30.0943 2823172
64 676 38.2295 3510439
67 676 66.2929 6145417
70 676 53.405 4854918
73 676 69.1803 6294385
76 676 14.0537 1131256
79 676 239.919 22326776
1 841 0.000284 3
4 841 0.00074 20
7 841 0.001421 69
10 841 0.002919 175
13 841 0.008393 615
16 841 0.017457 1408
19 841 0.025195 2085
22 841 0.073766 6454
25 841 0.081846 7095
28 841 0.051717 4719
31 841 0.101355 8616
34 841 2.71381 237496
37 841 2.14649 190568
40 841 3.3641 282549
43 841 3.01987 257593
46 841 6.85209 586367
49 841 12.8478 1132848
52 841 15.4487 1505160
55 841 195.124 19088965
58 841 4.33693 383201
61 841 24.9666 2360755
64 841 111.641 10975496
67 841 25.812 2354207
70 841 87.1004 7990138
73 841 36.088 3296125
76 841 514.829 51246142
79 841 41.9119 3914505
1 1024 0.000305 3
4 1024 0.000583 18
7 1024 0.002099 120
10 1024 0.002326 131
13 1024 0.007645 572
16 1024 0.005298 348
19 1024 0.040437 3513
22 1024 0.040365 3501
25 1024 0.107689 9253
28 1024 0.083146 7290
31 1024 1.11657 103872
34 1024 0.856485 80433
37 1024 3.93055 346921
40 1024 2.02271 169272
43 1024 0.279179 24284
46 1024 10.6727 978527
49 1024 42.0497 4190534
52 1024 6.69391 616798
55 1024 4.22126 378797
58 1024 41.7603 3928555
61 1024 13.8628 1281681
64 1024 478.714 47581283
67 1024 403.611 38649062
70 1024 186.18 17512658
73 1024 708.974 64536063
76 1024 85.9558 7721734
79 1024 184.09 17407217
1 1225 0.000338 3
4 1225 0.000708 24
7 1225 0.00122 51
10 1225 0.003047 189
13 1225 0.005873 408
16 1225 0.005113 341
19 1225 0.011686 856
22 1225 0.027533 2217
25 1225 0.077707 6603
28 1225 0.05052 4508
31 1225 2.67966 257834
34 1225 2.18145 199467
37 1225 0.26926 23430
40 1225 4.42797 401264
43 1225 1.64726 142396
46 1225 1.36071 125270
49 1225 1.52525 139849
52 1225 8.23909 787815
55 1225 5.25253 482795
58 1225 11.6118 1033612
61 1225 7.46505 712856
64 1225 901.6 83905923
67 1225 21.5945 1983552
70 1225 44.8785 4235282
73 1225 23.4534 2133023
76 1225 157.953 14692073
79 1225 38.0306 3470592
1 1444 0.000289 3
4 1444 0.000734 22
7 1444 0.002341 120
10 1444 0.003695 238
13 1444 0.003891 252
16 1444 0.022811 1716
19 1444 0.015211 1248
22 1444 0.332951 30429
25 1444 0.16929 15359
28 1444 0.333263 29371
31 1444 0.117184 9948
34 1444 0.084002 7320
37 1444 0.200625 17082
40 1444 6.20665 566733
43 1444 0.417543 37056
46 1444 1.16857 106432
49 1444 11.1886 1020445
52 1444 0.695993 64974
55 1444 9.35011 873236
58 1444 5.15455 461843
61 1444 65.478 6137436
64 1444 50.6619 4828030
67 1444 118.962 12258738
70 1444 13.495 1240383
73 1444 152.311 15310061
76 1444 43.1742 3981290
79 1444 202.139 19215492
1 1681 0.000375 3
4 1681 0.000669 21
7 1681 0.002102 114
10 1681 0.007653 569
13 1681 0.010306 733
16 1681 0.00759 577
19 1681 0.043812 4043
22 1681 0.082857 7129
25 1681 0.48455 43350
28 1681 0.051945 4173
31 1681 0.45286 41309
34 1681 0.269769 23950
37 1681 5.28302 482873
40 1681 0.520601 45561
43 1681 14.8429 1456584
46 1681 3.01743 264116
49 1681 1.21124 105176
52 1681 24.4758 2118162
55 1681 16.7637 1400675
58 1681 5.45207 498570
61 1681 77.4026 7611278
64 1681 17.4452 1642612
67 1681 29.7553 2701218
70 1681 7.47796 692759
73 1681 62.2454 5850440
76 1681 44.1738 4092914
79 1681 235.897 22307204
1 1936 0.000302 3
4 1936 0.000641 16
7 1936 0.002546 116
10 1936 0.004261 265
13 1936 0.00894 625
16 1936 0.022807 1890
19 1936 0.03982 3412
22 1936 0.036714 2007
25 1936 0.0598 5168
28 1936 0.112082 10268
31 1936 0.161093 14245
34 1936 0.929098 86832
37 1936 3.73437 353792
40 1936 2.67076 240194
43 1936 16.2605 1560357
46 1936 0.960979 86605
49 1936 18.7795 1825045
52 1936 7.52437 691990
55 1936 8.38452 783964
58 1936 76.1059 7605017
61 1936 14.2864 1382044
64 1936 86.308 7822927
67 1936 13.868 1220007
70 1936 78.9417 7237329
73 1936 45.6153 4283434
76 1936 238.829 22611651
79 1936 97.0237 8738099
1 2209 0.00029 3
4 2209 0.000731 27
7 2209 0.001562 73
10 2209 0.002628 157
13 2209 0.031846 1442
16 2209 0.013915 1041
19 2209 0.025682 2042
22 2209 0.370505 35031
25 2209 0.095716 8643
28 2209 0.094912 8402
31 2209 0.050893 4445
34 2209 0.180431 16057
37 2209 8.61167 817161
40 2209 0.506854 46347
43 2209 10.8349 957101
46 2209 19.2593 1841878
49 2209 16.7563 1588722
52 2209 7.29145 703062
55 2209 12.337 1150336
58 2209 4.95412 465792
61 2209 13.9941 1342288
64 2209 582.142 54954702
67 2209 31.3392 2871392
70 2209 372.09 35853626
73 2209 37.6336 3626460
76 2209 16.8182 1544868
79 2209 887.608 80795013
1 2500 0.000291 3
