n v tiempo llamadas
34 676 1.00465 32867
37 676 1.0825 35531
40 676 1.27238 41265
43 676 1.36696 44795
46 676 1.48013 48057
49 676 1.6089 52649
52 676 1.7568 57261
55 676 1.81495 59751
58 676 2.00231 65059
61 676 2.08812 68841
64 676 2.23203 72711
67 676 2.36982 77875
70 676 2.44878 80805
73 676 2.54148 84131
76 676 2.74659 89627
79 676 2.83443 93663
1 841 0.009453 3
4 841 0.011298 31
7 841 0.02048 247
10 841 0.049924 1367
13 841 0.15291 4929
16 841 0.294584 9565
19 841 0.462437 15085
22 841 0.67131 20123
25 841 0.753499 24053
28 841 0.888896 29213
31 841 1.0897 35415
34 841 1.24529 39739
37 841 1.41015 44797
40 841 1.53847 48287
43 841 1.67298 54759
46 841 1.81746 60313
49 841 2.0179 65079
52 841 2.25951 70201
55 841 2.31354 75489
58 841 2.46164 79903
61 841 2.57103 85123
64 841 2.7372 91335
67 841 2.8963 96419
70 841 3.012 100587
73 841 3.16793 105043
76 841 3.33348 110617
79 841 3.3225 115397
1 1024 0.01008 3
4 1024 0.012783 31
7 1024 0.021976 237
10 1024 0.050541 1205
13 1024 0.148881 4739
16 1024 0.366385 12155
19 1024 0.54359 17619
22 1024 0.719771 23761
25 1024 0.895165 28981
28 1024 1.16422 35773
31 1024 1.29972 42173
34 1024 1.4762 47563
37 1024 1.67907 55115
40 1024 1.86783 59543
43 1024 2.015 66013
46 1024 2.26874 71517
49 1024 2.46246 79579
52 1024 2.55651 83735
55 1024 2.77047 91097
58 1024 2.93857 97505
61 1024 3.18852 105329
64 1024 3.26972 108651
67 1024 3.46385 116045
70 1024 3.6014 120519
73 1024 3.84717 127411
76 1024 4.03956 134697
79 1024 4.1718 139407
1 1225 0.011877 3
4 1225 0.014794 31
7 1225 0.025098 251
10 1225 0.059951 1549
13 1225 0.190572 5927
16 1225 0.383274 12415
19 1225 0.65246 21561
22 1225 0.837484 27215
25 1225 1.07056 33971
28 1225 1.27095 40167
31 1225 1.51933 49537
34 1225 1.80467 58221
37 1225 1.92332 63149
40 1225 2.21545 70931
43 1225 2.38459 79141
46 1225 2.60012 85293
49 1225 2.84631 92151
52 1225 3.13475 100943
55 1225 3.22853 106629
58 1225 3.41342 113809
61 1225 3.6854 121939
64 1225 3.89278 130165
67 1225 4.091 137039
70 1225 4.25682 142803
73 1225 4.61212 152503
76 1225 4.82056 159665
79 1225 5.03151 167523
1 1444 0.011343 3
4 1444 0.01648 31
7 1444 0.028174 211
10 1444 0.063799 1643
13 1444 0.17299 5419
16 1444 0.438735 14187
19 1444 0.710872 22435
22 1444 0.919823 29775
25 1444 1.21732 38831
28 1444 1.55097 48823
31 1444 1.7806 58225
34 1444 2.00332 66195
37 1444 2.43435 75067
40 1444 2.51943 81783
43 1444 2.84497 91637
46 1444 3.02714 100575
49 1444 3.38429 110373
52 1444 3.46061 114795
55 1444 3.77649 124731
58 1444 4.06419 133473
61 1444 4.2759 143793
64 1444 4.4494 150973
67 1444 4.90676 161715
70 1444 4.8784 166755
73 1444 5.12644 174323
76 1444 5.5049 187487
79 1444 5.71953 195379
1 1681 0.014524 3
4 1681 0.020127 31
7 1681 0.030569 247
10 1681 0.069167 1541
13 1681 0.16748 4907
16 1681 0.486659 15955
19 1681 0.82187 26157
22 1681 1.12509 36027
25 1681 1.46772 47457
28 1681 1.69405 55051
31 1681 1.95601 64063
34 1681 2.31259 74781
37 1681 2.68752 86827
40 1681 2.97083 94525
43 1681 3.24463 104919
46 1681 3.47309 116271
49 1681 3.91365 127943
52 1681 4.11347 137037
55 1681 4.4984 148265
58 1681 4.81147 160609
61 1681 4.92032 167225
64 1681 5.2778 177791
67 1681 5.57064 187201
70 1681 5.70895 196537
73 1681 5.93277 206703
76 1681 6.32808 215529
79 1681 6.73109 228935
1 1936 0.015067 3
4 1936 0.020655 31
7 1936 0.033932 223
10 1936 0.068557 1419
13 1936 0.212619 5867
16 1936 0.492384 15275
19 1936 0.98865 29953
22 1936 1.25605 40637
25 1936 1.56332 50767
28 1936 2.01738 65113
31 1936 2.40419 76243
34 1936 2.70755 86073
37 1936 3.00637 97493
40 1936 3.34325 108167
43 1936 3.59925 119335
46 1936 4.0332 130599
49 1936 4.3069 143807
52 1936 4.72815 158549
55 1936 5.14004 170463
58 1936 5.27327 178231
61 1936 5.48179 188987
64 1936 5.98426 204149
67 1936 6.1921 213029
70 1936 6.49971 225155
73 1936 6.84993 237655
76 1936 7.16235 248521
79 1936 7.64337 261887
1 2209 0.014759 3
4 2209 0.022962 31
7 2209 0.037023 233
10 2209 0.076794 1451
13 2209 0.245803 7457
16 2209 0.59452 18643
19 2209 1.06513 34305
22 2209 1.3521 42821
25 2209 1.76254 56771
28 2209 2.2934 71637
31 2209 2.59551 82089
34 2209 3.16999 102545
37 2209 3.34646 111133
40 2209 3.78852 122125
43 2209 4.14125 137779
46 2209 4.64081 152903
49 2209 4.90097 165087
52 2209 5.30666 178549
55 2209 5.59624 190125
58 2209 5.92317 201507
61 2209 6.27415 215329
64 2209 6.65764 225733
67 2209 7.04525 246319
70 2209 7.52977 256243
73 2209 7.72597 267245
76 2209 8.05171 283063
79 2209 8.73559 296299
1 2500 0.016496 3
4 2500 0.026047 31
7 2500 0.043723 239
10 2500 0.083668 1493
13 2500 0.231552 6417
16 2500 0.616046 19325
19 2500 1.17138 38289
22 2500 1.59194 50391
25 2500 2.12284 68403
28 2500 2.4691 79051
31 2500 2.94674 95981
34 2500 3.4232 112245
37 2500 3.97592 130019
40 2500 4.27869 141759
43 2500 4.73765 154835
46 2500 5.05481 169329
49 2500 5.55068 184165
52 2500 6.11146 202459
55 2500 6.3715 212911
58 2500 6.86962 230151
61 2500 7.12075 244877
64 2500 7.6569 257255
67 2500 7.91833 267965
70 2500 8.1893 285163
73 2500 8.77001 305361
76 2500 9.26285 320367
79 2500 9.72908 334787
1 2809 0.019496 3
4 2809 0.028568 31
7 2809 0.04695 231
10 2809 0.091752 1221
13 2809 0.259228 6515
16 2809 0.638307 19059
19 2809 1.19195 36877
22 2809 1.6627 53011
25 2809 2.12453 69741
28 2809 2.82379 91003
31 2809 3.24901 106259
34 2809 3.88735 126009
37 2809 4.48068 140857
40 2809 4.73338 153021
43 2809 5.31827 175063
46 2809 5.95018 189437
49 2809 6.07043 205709
52 2809 6.83792 223847
55 2809 7.08556 244983
58 2809 7.33094 252345
61 2809 7.8594 271935
64 2809 8.41485 289957
67 2809 8.66322 302179
70 2809 9.46308 326753
73 2809 9.95385 344103
76 2809 10.4095 357987
79 2809 10.9112 375463
1 3136 0.020031 3
4 3136 0.031458 31
7 3136 0.053536 189
10 3136 0.099632 1109
13 3136 0.277634 7027
16 3136 0.721369 21903
19 3136 1.32891 41483
22 3136 1.79422 56445
25 3136 2.47881 81035
28 3136 2.98113 97709
31 3136 3.52976 116569
34 3136 4.19003 134943
37 3136 4.87666 157909
40 3136 5.27954 175337
43 3136 5.7193 191711
46 3136 6.69584 215261
49 3136 6.80935 229399
52 3136 7.19348 243635
55 3136 7.92002 271263
58 3136 8.36306 284127
61 3136 8.69977 301915
64 3136 9.37305 325291
67 3136 9.96162 338015
70 3136 10.453 362169
73 3136 11.0443 378769
76 3136 11.8896 403751
79 3136 12.2784 421015
1 3481 0.02212 3
4 3481 0.033599 31
7 3481 0.055563 231
10 3481 0.107062 1243
13 3481 0.268195 7021
16 3481 0.803732 23957
19 3481 1.42521 45741
22 3481 2.06598 65305
25 3481 2.77982 89655
28 3481 3.30413 108043
31 3481 3.98302 133375
34 3481 4.40268 144159
37 3481 5.20051 168967
40 3481 5.79143 187267
43 3481 6.24798 210213
46 3481 6.74525 231345
49 3481 7.60778 250623
52 3481 8.05213 272833
55 3481 8.86523 300759
58 3481 9.25671 313497
61 3481 9.80047 337197
64 3481 10.6383 361119
67 3481 10.806 371623
70 3481 11.7576 401749
73 3481 12.1832 418401
76 3481 12.8479 442291
79 3481 13.6018 465145
1 3844 0.022375 3
4 3844 0.037706 31
7 3844 0.059453 239
10 3844 0.115705 1055
13 3844 0.313769 7835
16 3844 0.844543 26793
19 3844 1.52897 48699
22 3844 2.16553 68893
25 3844 2.88673 95129
28 3844 3.43074 109369
31 3844 4.44173 142219
34 3844 4.72953 156105
37 3844 5.55103 187115
40 3844 6.28806 206831
43 3844 7.24562 230741
46 3844 7.61233 257537
49 3844 7.88828 274615
52 3844 8.85361 303021
55 3844 9.44396 323123
58 3844 10.0994 353107
61 3844 10.6804 368477
64 3844 11.7554 397429
67 3844 12.2868 419299
70 3844 12.7527 440223
73 3844 13.3744 457043
76 3844 14.2165 488545
79 3844 14.8273 512451
1 4225 0.02407 3
4 4225 0.040011 31
7 4225 0.069121 249
10 4225 0.132436 1777
13 4225 0.308576 6685
16 4225 0.950165 30645
19 4225 1.57407 49925
22 4225 2.51975 78829
25 4225 3.18091 101917
28 4225 4.09314 132121
31 4225 4.69803 151537
34 4225 5.30393 174929
37 4225 6.21791 203861
40 4225 7.08814 231889
43 4225 7.60529 248713
46 4225 8.41219 280895
49 4225 8.84379 301249
52 4225 9.99942 335591
55 4225 10.3203 355121
58 4225 11.2495 382293
61 4225 11.9776 404527
64 4225 12.361 431731
67 4225 12.9319 446427
70 4225 13.967 485251
73 4225 14.7521 506765
76 4225 15.4046 533931
79 4225 15.8006 551199
1 4624 0.025201 3
4 4624 0.045179 31
7 4624 0.073415 245
10 4624 0.135409 1531
13 4624 0.319713 7585
16 4624 0.875619 25519
19 4624 1.63896 50851
22 4624 2.83847 90731
25 4624 3.58747 115087
28 4624 4.15318 134133
31 4624 4.99758 167925
34 4624 6.14842 200589
37 4624 6.81182 220803
40 4624 7.40576 248577
43 4624 8.61879 279775
46 4624 9.11401 304351
49 4624 9.88504 337631
52 4624 10.8497 365799
55 4624 11.5679 388751
58 4624 12.1366 409333
61 4624 13.2126 444545
64 4624 13.8188 465955
67 4624 14.5385 500449
70 4624 15.1138 522035
73 4624 16.4112 554835
76 4624 17.1953 584315
79 4624 17.9618 606151
1 5041 0.028339 3
4 5041 0.048411 31
7 5041 0.086162 237
10 5041 0.149832 1801
13 5041 0.367155 8925
16 5041 1.13569 35511
19 5041 2.05693 63227
22 5041 2.91843 95033
25 5041 3.63695 117269
28 5041 4.36428 144815
31 5041 5.46451 180583
34 5041 6.44679 204729
37 5041 7.37072 242979
40 5041 8.01336 266969
43 5041 9.12924 298591
46 5041 9.82357 333711
49 5041 11.0895 366269
52 5041 11.4588 390153
55 5041 12.5707 422477
58 5041 13.4019 452333
61 5041 14.1914 477447
64 5041 14.8018 505019
67 5041 15.9919 541971
70 5041 16.6074 568291
73 5041 17.6317 600763
76 5041 18.314 632851
79 5041 19.3842 664005
1 5476 0.027245 3
4 5476 0.052296 31
7 5476 0.100965 249
10 5476 0.176744 1435
13 5476 0.371847 9949
16 5476 0.929405 28205
19 5476 1.69251 51019
22 5476 3.07079 99533
25 5476 4.02245 130415
28 5476 4.98262 162547
31 5476 6.12436 198197
34 5476 6.84656 228515
37 5476 7.78206 256359
40 5476 8.97479 293775
43 5476 9.90928 322741
46 5476 10.3605 355199
49 5476 11.6296 396751
52 5476 12.3076 413585
55 5476 13.2193 454597
58 5476 14.1074 483175
61 5476 15.1243 517575
64 5476 16.5145 555449
67 5476 17.0956 582357
70 5476 18.0465 615363
73 5476 19.1897 650481
76 5476 20.1579 687719
79 5476 20.9064 717575
1 5929 0.032934 3
4 5929 0.05585 31
7 5929 0.098299 249
10 5929 0.166728 1323
13 5929 0.337203 7245
16 5929 0.847491 23863
19 5929 2.06778 64755
22 5929 3.09794 97865
25 5929 4.28278 136957
28 5929 5.27926 169391
31 5929 6.66283 211201
34 5929 7.4499 240363
37 5929 8.47751 283583
40 5929 9.31601 311705
43 5929 10.4523 352029
46 5929 11.3515 375263
49 5929 12.3129 422209
52 5929 13.472 454381
55 5929 14.4599 491519
58 5929 15.6777 521917
61 5929 16.5499 558911
64 5929 17.3785 591983
67 5929 18.9087 641869
70 5929 19.837 671317
73 5929 20.7253 707359
76 5929 22.023 747387
79 5929 23.0872 784179
