n v tiempo llamadas
10 2116 0.082616 1355
11 2116 0.11631 3533
12 2116 0.159701 4949
13 2116 0.202999 5851
14 2116 0.324187 10069
15 2116 0.4395 13777
16 2116 0.518401 16341
17 2116 0.697691 22299
18 2116 0.829276 26553
19 2116 0.937067 31073
20 2116 1.02045 33447
21 2116 1.188 41163
22 2116 1.17561 40635
23 2116 1.4222 48979
24 2116 1.53968 52743
25 2116 1.65208 56387
26 2116 2.03141 57261
27 2116 1.92772 65555
28 2116 2.01063 70375
29 2116 2.22962 74079
1 2401 0.017135 3
2 2401 0.016896 7
3 2401 0.021227 15
4 2401 0.025459 31
5 2401 0.029503 63
6 2401 0.034507 121
7 2401 0.040902 227
8 2401 0.049364 299
9 2401 0.06087 803
10 2401 0.080366 1537
11 2401 0.112056 2835
12 2401 0.154846 3695
13 2401 0.236661 6211
14 2401 0.316464 9503
15 2401 0.430803 12971
16 2401 0.590874 18509
17 2401 0.780602 23335
18 2401 0.814961 25817
19 2401 1.07461 33665
20 2401 1.04916 36099
21 2401 1.29634 44281
22 2401 1.33271 46173
23 2401 1.52249 51469
24 2401 1.82635 61117
25 2401 1.83793 64903
26 2401 2.0437 69131
27 2401 2.08086 71791
28 2401 2.29295 80353
29 2401 2.46784 83165
1 2704 0.019194 3
2 2704 0.018499 7
3 2704 0.023047 15
4 2704 0.028858 31
5 2704 0.033752 63
6 2704 0.038295 127
7 2704 0.044153 223
8 2704 0.052739 449
9 2704 0.065243 753
10 2704 0.08172 1141
11 2704 0.12077 2367
12 2704 0.156483 3383
13 2704 0.25967 7677
14 2704 0.373993 11589
15 2704 0.478038 14819
16 2704 0.628363 20179
17 2704 0.8023 25325
18 2704 0.954146 30335
19 2704 1.17544 37249
20 2704 1.22977 41063
21 2704 1.37881 46813
22 2704 1.56911 53115
23 2704 1.62764 57641
24 2704 1.79132 60857
25 2704 2.13182 71797
26 2704 2.08396 74389
27 2704 2.22588 77203
28 2704 2.61959 87657
29 2704 2.48815 85953
1 3025 0.019294 3
2 3025 0.020172 7
3 3025 0.025029 15
4 3025 0.030813 31
5 3025 0.037564 57
6 3025 0.042028 115
7 3025 0.049533 237
8 3025 0.058044 445
9 3025 0.072324 839
10 3025 0.100734 1501
11 3025 0.131616 2529
12 3025 0.187358 4725
13 3025 0.264334 7513
14 3025 0.335701 9647
15 3025 0.565079 17589
16 3025 0.71833 21855
17 3025 0.821341 25871
18 3025 1.02051 33917
19 3025 1.2882 42221
20 3025 1.36699 46155
21 3025 1.42912 48741
22 3025 1.70482 56029
23 3025 1.93833 66135
24 3025 2.06935 71455
25 3025 2.22781 76589
26 3025 2.41559 81895
27 3025 2.55034 87639
28 3025 2.82774 96353
29 3025 2.90658 100877
1 3364 0.021638 3
2 3364 0.021923 7
3 3364 0.028146 15
4 3364 0.034192 31
5 3364 0.041804 63
6 3364 0.046293 127
7 3364 0.056219 237
8 3364 0.065648 401
9 3364 0.084831 637
10 3364 0.109302 1589
11 3364 0.140211 2487
12 3364 0.202089 4841
13 3364 0.28648 7137
14 3364 0.429485 13581
15 3364 0.653358 20665
16 3364 0.803897 24435
17 3364 0.736061 22881
18 3364 1.22788 38835
19 3364 1.27685 40225
20 3364 1.45137 49107
21 3364 1.69235 57633
22 3364 1.88706 60601
23 3364 2.06537 71069
24 3364 2.29775 78213
25 3364 2.43626 83159
26 3364 2.90885 96697
27 3364 2.97667 98863
28 3364 2.93711 99417
29 3364 3.04783 104983
1 3721 0.023798 3
2 3721 0.024413 7
3 3721 0.031744 15
4 3721 0.037626 31
5 3721 0.04638 63
6 3721 0.053418 123
7 3721 0.056625 179
8 3721 0.080553 331
9 3721 0.094887 679
10 3721 0.118585 1473
11 3721 0.158262 3205
12 3721 0.201157 3983
13 3721 0.329773 7663
14 3721 0.412414 12455
15 3721 0.612314 18975
16 3721 0.891647 28477
17 3721 0.990884 30761
18 3721 1.08998 34815
19 3721 1.44741 46089
20 3721 1.55931 51673
21 3721 1.83442 62821
22 3721 1.99491 68311
23 3721 2.33882 80307
24 3721 2.41857 80837
25 3721 2.58833 87953
26 3721 3.16108 103031
27 3721 3.01497 101667
28 3721 3.30636 114391
29 3721 3.48793 119045
1 4096 0.024642 3
2 4096 0.02888 7
3 4096 0.034618 15
4 4096 0.041486 31
5 4096 0.050177 59
6 4096 0.055507 127
7 4096 0.072934 241
8 4096 0.083916 449
9 4096 0.100862 999
10 4096 0.123848 1627
11 4096 0.159039 2337
12 4096 0.208126 3979
13 4096 0.286711 6885
14 4096 0.368212 9515
15 4096 0.721505 22249
16 4096 0.93079 30277
17 4096 1.11385 34989
18 4096 1.276 39557
19 4096 1.65312 53423
20 4096 1.67876 55401
21 4096 1.87844 63029
22 4096 2.16183 73827
23 4096 2.41286 81319
24 4096 2.42171 81809
25 4096 2.82566 97021
26 4096 3.30183 112523
27 4096 3.4753 117807
28 4096 3.86978 129979
29 4096 3.78284 128691
1 4489 0.02634 3
2 4489 0.02925 7
3 4489 0.037909 15
4 4489 0.044579 29
5 4489 0.052524 63
6 4489 0.067439 111
7 4489 0.078917 211
8 4489 0.09065 477
9 4489 0.110988 935
10 4489 0.134024 1565
11 4489 0.168287 2627
12 4489 0.225919 4533
13 4489 0.266673 5533
14 4489 0.435643 12109
15 4489 0.56481 15333
16 4489 0.731857 21461
17 4489 1.21203 38779
18 4489 1.42376 45573
19 4489 1.65002 51881
20 4489 1.81342 61229
21 4489 2.09688 71305
22 4489 2.4112 82499
23 4489 2.65844 92121
24 4489 2.8713 97629
25 4489 3.36007 114749
26 4489 3.38436 115281
27 4489 3.65047 124059
28 4489 3.99383 136097
29 4489 4.21691 143879
1 4900 0.028543 3
2 4900 0.031286 7
3 4900 0.04056 15
4 4900 0.047794 31
5 4900 0.058664 63
6 4900 0.073021 109
7 4900 0.08633 223
8 4900 0.098698 441
9 4900 0.116936 933
10 4900 0.145487 2025
11 4900 0.19521 2261
12 4900 0.229978 3853
13 4900 0.302601 6393
14 4900 0.436542 11761
15 4900 0.677742 20683
16 4900 0.906414 27741
17 4900 1.11682 34721
18 4900 1.33128 42861
19 4900 1.71202 55335
20 4900 2.11221 70945
21 4900 2.41574 81467
22 4900 2.56307 85829
23 4900 3.00148 101917
24 4900 3.30042 110741
25 4900 3.26744 109763
26 4900 4.28884 118895
27 4900 4.12534 138645
28 4900 4.47302 153015
29 4900 4.66048 155277
1 5329 0.030359 3
2 5329 0.034665 7
3 5329 0.044005 15
4 5329 0.051283 31
5 5329 0.065809 63
6 5329 0.078231 127
7 5329 0.095493 239
8 5329 0.109924 435
9 5329 0.129566 783
10 5329 0.154207 1441
11 5329 0.184052 2223
12 5329 0.241148 4149
13 5329 0.333578 7935
14 5329 0.486947 13615
15 5329 0.717649 21979
16 5329 0.903387 26629
17 5329 1.19385 36467
18 5329 1.5865 49799
19 5329 1.82983 59955
20 5329 1.88833 62453
21 5329 2.42724 81411
22 5329 2.69497 90347
23 5329 3.01425 100093
24 5329 3.3444 112323
25 5329 3.95251 134553
26 5329 7.0538 134173
27 5329 4.30924 146993
28 5329 4.79904 158775
29 5329 4.79481 161197
1 5776 0.030142 3
2 5776 0.037189 7
3 5776 0.045817 15
4 5776 0.057325 31
5 5776 0.070805 59
6 5776 0.084521 125
7 5776 0.09839 235
8 5776 0.115681 435
9 5776 0.138135 759
10 5776 0.163628 1531
11 5776 0.227914 2297
12 5776 0.233797 3457
13 5776 0.372777 8067
14 5776 0.52051 13203
15 5776 0.651461 18301
16 5776 1.00646 30115
17 5776 1.4672 45625
18 5776 1.61795 50005
19 5776 2.07183 63315
20 5776 2.23052 75027
21 5776 2.4304 80845
22 5776 2.92526 98545
23 5776 3.33374 112343
24 5776 3.79099 126205
25 5776 4.07052 135419
26 5776 7.84271 143283
27 5776 4.41456 150005
28 5776 4.87889 164621
29 5776 4.92472 162783
1 6241 0.03623 3
2 6241 0.040019 7
3 6241 0.051413 15
4 6241 0.066405 31
5 6241 0.075923 59
6 6241 0.095893 109
7 6241 0.106752 235
8 6241 0.126288 451
9 6241 0.144019 665
10 6241 0.17477 1243
11 6241 0.20708 2421
12 6241 0.276782 5117
13 6241 0.374536 8937
14 6241 0.501392 12899
15 6241 0.666961 16157
16 6241 0.950255 26041
17 6241 1.52228 47435
18 6241 1.88766 59089
19 6241 2.14917 66771
20 6241 2.25544 74727
21 6241 2.63611 92937
22 6241 3.14694 105663
23 6241 3.55751 119667
24 6241 3.73918 126001
25 6241 4.12007 138369
26 6241 4.75185 152933
27 6241 4.8069 159493
28 6241 5.287 175603
29 6241 5.71753 191045
