n v tiempo llamadas
13 2500 0.00756 393
16 2500 0.029609 1087
19 2500 0.178125 11177
22 2500 0.06389 3712
25 2500 0.43176 29561
28 2500 0.187251 10347
31 2500 0.329129 17035
34 2500 0.377235 21249
37 2500 0.539372 32223
40 2500 0.597263 33916
43 2500 0.555565 34682
46 2500 0.46365 26696
49 2500 2.72149 152246
52 2500 3.2099 209327
55 2500 1.42679 77427
58 2500 0.550055 27390
61 2500 3.0059 163750
64 2500 0.579951 34726
67 2500 3.2654 174458
70 2500 1.42527 77204
73 2500 6.0082 333823
76 2500 1.4586 91127
79 2500 1.08514 58261
1 2809 0.000452 3
4 2809 0.001075 25
7 2809 0.002011 75
10 2809 0.00376 170
13 2809 0.009383 485
16 2809 0.016627 966
19 2809 0.055139 3505
22 2809 0.119895 7872
25 2809 0.079615 5435
28 2809 0.213908 14419
31 2809 0.509913 29515
34 2809 1.23637 71378
37 2809 0.374232 24860
40 2809 0.353418 20634
43 2809 0.996351 56023
46 2809 1.14959 66584
49 2809 0.915702 51898
52 2809 1.08106 60858
55 2809 2.38407 142223
58 2809 1.63796 95826
61 2809 3.07815 169157
64 2809 0.966995 55054
67 2809 2.30431 133295
70 2809 2.69187 163436
73 2809 6.34931 361657
76 2809 1.42356 80381
79 2809 1.06513 54400
1 3136 0.000414 3
4 3136 0.000817 19
7 3136 0.001245 41
10 3136 0.002647 118
13 3136 0.008274 332
16 3136 0.018979 969
19 3136 0.073451 4715
22 3136 0.049074 2954
25 3136 0.13012 7197
28 3136 0.099334 5189
31 3136 0.384612 25455
34 3136 0.207772 13377
37 3136 0.833453 46543
40 3136 0.390219 23712
43 3136 1.27252 78099
46 3136 0.555796 32145
49 3136 1.42581 87756
52 3136 1.50174 92402
55 3136 4.93763 263806
58 3136 2.90374 164068
61 3136 1.66737 100417
64 3136 2.0953 128949
67 3136 0.852665 52190
70 3136 1.81668 106936
73 3136 4.20211 245084
76 3136 5.45338 297928
79 3136 1.42071 76984
1 3481 0.000369 3
4 3481 0.000806 18
7 3481 0.001793 62
10 3481 0.005799 266
13 3481 0.009543 499
16 3481 0.027362 1346
19 3481 0.04811 3310
22 3481 0.083433 4698
25 3481 0.351133 22415
28 3481 0.186085 10290
31 3481 0.917267 52392
34 3481 0.285105 19217
37 3481 0.707319 42315
40 3481 0.527164 30948
43 3481 2.37678 153289
46 3481 0.645468 36685
49 3481 0.466982 28653
52 3481 1.33903 84270
55 3481 2.45668 135798
58 3481 2.248 132010
61 3481 2.04746 131724
64 3481 2.7938 165510
67 3481 4.09416 232088
70 3481 0.803572 44905
73 3481 7.16152 389322
76 3481 10.0557 525631
79 3481 11.2143 633166
1 3844 0.000478 3
4 3844 0.001015 27
7 3844 0.002146 83
10 3844 0.001812 78
13 3844 0.014122 816
16 3844 0.023522 1428
19 3844 0.029277 1839
22 3844 0.044763 2994
25 3844 0.087551 5855
28 3844 0.121631 7803
31 3844 0.186702 11384
34 3844 0.12223 8255
37 3844 1.53578 94835
40 3844 0.461827 30027
43 3844 1.69179 113810
46 3844 1.35699 72821
49 3844 0.823523 58318
52 3844 4.11479 226852
55 3844 2.91289 163581
58 3844 3.62557 209429
61 3844 0.89416 49171
64 3844 3.19036 188377
67 3844 5.24953 293984
70 3844 2.06568 116538
73 3844 3.79657 227284
76 3844 4.07769 240567
79 3844 1.21512 59032
1 4225 0.000416 3
4 4225 0.00081 21
7 4225 0.002362 95
10 4225 0.007966 387
13 4225 0.006148 324
16 4225 0.052563 3446
19 4225 0.061442 4075
22 4225 0.193907 13001
25 4225 0.121105 8092
28 4225 0.346632 23761
31 4225 0.19884 12586
34 4225 0.226559 16373
37 4225 1.64095 96099
40 4225 0.359453 19359
43 4225 0.747081 49653
46 4225 3.69976 227248
49 4225 0.857755 56483
52 4225 1.85416 101758
55 4225 1.82876 112998
58 4225 1.07315 62228
61 4225 1.80612 114498
64 4225 3.40478 203758
67 4225 1.44524 82731
70 4225 8.68449 530478
73 4225 6.29038 374485
76 4225 2.8167 176338
79 4225 8.27468 508448
1 4624 0.000391 3
4 4624 0.000984 30
7 4624 0.002619 107
10 4624 0.005826 288
13 4624 0.008696 488
16 4624 0.010154 569
19 4624 0.031426 1757
22 4624 0.157438 11236
25 4624 0.50155 29415
28 4624 0.122073 7150
31 4624 0.705141 44184
34 4624 0.440867 23299
37 4624 0.347656 23343
40 4624 0.564951 39041
43 4624 1.25524 71262
46 4624 0.939657 52498
49 4624 3.49008 225594
52 4624 1.45813 90833
55 4624 0.684566 41782
58 4624 1.0269 66439
61 4624 2.9515 166164
64 4624 3.16382 198090
67 4624 6.81364 391745
70 4624 3.16041 191831
73 4624 0.980707 50493
76 4624 1.62199 94328
79 4624 4.81753 268267
1 5041 0.000329 3
4 5041 0.000896 21
7 5041 0.002074 82
10 5041 0.010047 583
13 5041 0.014964 849
16 5041 0.025078 1326
19 5041 0.052797 3459
22 5041 0.186945 12964
25 5041 0.328984 22656
28 5041 0.187673 13055
31 5041 0.100625 5265
34 5041 0.609931 39689
37 5041 1.23035 76574
40 5041 0.455349 29899
43 5041 0.812703 53061
46 5041 2.46561 170619
49 5041 2.52274 136257
52 5041 0.265142 15749
55 5041 0.397362 21980
58 5041 1.7749 102743
61 5041 0.991123 66833
64 5041 3.36636 212658
67 5041 3.99729 223943
70 5041 2.30638 149002
73 5041 3.22949 208141
76 5041 11.9403 635832
79 5041 6.47017 377887
1 5476 0.000405 3
4 5476 0.000727 19
7 5476 0.002965 123
10 5476 0.004313 198
13 5476 0.020508 1233
16 5476 0.02273 1437
19 5476 0.022969 1366
22 5476 0.114969 5900
25 5476 0.135415 8617
28 5476 0.163495 11004
31 5476 0.414667 29298
34 5476 0.359649 20821
37 5476 0.390538 23940
40 5476 0.605454 39934
43 5476 1.64642 103456
46 5476 0.418383 26916
49 5476 2.35485 147001
52 5476 1.24096 83591
55 5476 2.16703 138108
58 5476 0.896115 62311
61 5476 10.6539 667736
64 5476 8.35747 554551
67 5476 5.15593 297672
70 5476 3.46818 218750
73 5476 5.43591 343090
76 5476 2.44307 142451
79 5476 2.13899 127098
1 5929 0.000427 3
4 5929 0.00087 21
7 5929 0.002597 114
10 5929 0.003641 169
13 5929 0.009972 556
16 5929 0.00836 427
19 5929 0.032951 2182
22 5929 0.048676 3077
25 5929 0.149588 10069
28 5929 0.201165 13441
31 5929 0.80567 47276
34 5929 1.26974 72039
37 5929 1.18698 74596
40 5929 0.792577 52694
43 5929 0.892599 60104
46 5929 0.644145 36265
49 5929 2.02995 123848
52 5929 1.95015 109429
55 5929 2.26423 118081
58 5929 2.00387 115252
61 5929 3.36391 211263
64 5929 2.95582 192816
67 5929 3.2745 199487
70 5929 0.719154 37732
73 5929 6.21708 351211
76 5929 1.08566 53807
79 5929 6.69425 423378
