n v tiempo llamadas
1 3600 0.00034 3
4 3600 0.000831 16
7 3600 0.001412 39
10 3600 0.001671 76
13 3600 0.003637 140
16 3600 0.004147 226
19 3600 0.00419 236
1 3969 0.000502 3
4 3969 0.000792 16
7 3969 0.001079 36
10 3969 0.001888 85
13 3969 0.002637 135
16 3969 0.003571 197
19 3969 0.005364 318
1 4356 0.000406 3
4 4356 0.000698 15
7 4356 0.002156 84
10 4356 0.001984 84
13 4356 0.003853 206
16 4356 0.004559 260
19 4356 0.00825 502
1 4761 0.000411 3
4 4761 0.000689 15
7 4761 0.001052 36
10 4761 0.002342 106
13 4761 0.002726 131
16 4761 0.005181 282
19 4761 0.004864 276
1 5184 0.000398 3
4 5184 0.000745 15
7 5184 0.001196 40
10 5184 0.001823 84
13 5184 0.00299 150
16 5184 0.003986 228
19 5184 0.004156 252
1 5625 0.000385 3
4 5625 0.000717 15
7 5625 0.001304 44
10 5625 0.002016 94
13 5625 0.00263 132
16 5625 0.00462 250
19 5625 0.004734 281
1 6084 0.000385 3
4 6084 0.000854 18
7 6084 0.001413 48
10 6084 0.001656 70
13 6084 0.002194 105
16 6084 0.004438 258
19 6084 0.008104 482
1 6561 0.000407 3
4 6561 0.000654 15
7 6561 0.001435 44
10 6561 0.00234 102
13 6561 0.002327 121
16 6561 0.004275 237
19 6561 0.008244 502
1 7056 0.000398 3
4 7056 0.00101 17
7 7056 0.001356 50
10 7056 0.002002 81
13 7056 0.00307 150
16 7056 0.006057 337
19 7056 0.005146 305
1 7569 0.000471 3
4 7569 0.000748 15
7 7569 0.001146 42
10 7569 0.001528 66
13 7569 0.003042 150
16 7569 0.002902 157
19 7569 0.004493 264
1 8100 0.00035 3
4 8100 0.000755 15
7 8100 0.00132 46
10 8100 0.001617 68
13 8100 0.002627 129
16 8100 0.003481 184
19 8100 0.005813 319
1 8649 0.000454 3
4 8649 0.000737 15
7 8649 0.001034 36
10 8649 0.001701 70
13 8649 0.002723 133
16 8649 0.004145 236
19 8649 0.006862 401
1 9216 0.000712 3
4 9216 0.000796 17
7 9216 0.001347 49
10 9216 0.001904 85
13 9216 0.003114 168
16 9216 0.004409 255
19 9216 0.006442 407
1 9801 0.000426 3
4 9801 0.001053 16
7 9801 0.001136 36
10 9801 0.002272 100
13 9801 0.003253 130
16 9801 0.004809 243
19 9801 0.007795 416
