n v tiempo llamadas
9 3364 0.010268 1023
10 3364 0.019877 2047
11 3364 0.039009 4095
12 3364 0.077834 8191
13 3364 0.153459 16383
14 3364 0.323978 32767
15 3364 0.610547 65535
16 3364 1.23502 131071
17 3364 2.42664 262143
18 3364 4.80498 524287
19 3364 9.3598 1048575
20 3364 18.6076 2097151
21 3364 36.3474 4194303
22 3364 74.8796 8388607
23 3364 143.629 16777215
24 3364 285.814 33554431
25 3364 578.212 67108863
26 3364 1147.47 134217727
27 3364 2347.72 268435455
28 3364 4647.14 536870911
29 3364 9164.84 1073741823
1 3721 0.000314 3
2 3721 0.000483 7
3 3721 0.000428 15
4 3721 0.000776 31
5 3721 0.00116 63
6 3721 0.00187 127
7 3721 0.003114 255
8 3721 0.005455 511
9 3721 0.010428 1023
10 3721 0.019879 2047
11 3721 0.039306 4095
12 3721 0.077195 8191
13 3721 0.15367 16383
14 3721 0.341417 32767
15 3721 0.612189 65535
16 3721 1.2242 131071
17 3721 2.45703 262143
18 3721 4.87156 524287
19 3721 9.24143 1048575
20 3721 18.4666 2097151
21 3721 36.4757 4194303
22 3721 72.4321 8388607
23 3721 143.293 16777215
24 3721 286.763 33554431
25 3721 583.831 67108863
26 3721 1145.32 134217727
27 3721 2440.97 268435455
28 3721 4614.3 536870911
29 3721 9212.31 1073741823
1 4096 0.000479 3
2 4096 0.000374 7
3 4096 0.000469 15
4 4096 0.000693 31
5 4096 0.001469 63
6 4096 0.002515 127
7 4096 0.002966 255
8 4096 0.00818 511
9 4096 0.010252 1023
10 4096 0.019694 2047
11 4096 0.039352 4095
12 4096 0.07764 8191
13 4096 0.163299 16383
14 4096 0.306658 32767
15 4096 0.971651 65535
16 4096 1.22068 131071
17 4096 2.44551 262143
18 4096 4.76975 524287
19 4096 9.90259 1048575
20 4096 18.3481 2097151
21 4096 36.2041 4194303
22 4096 72.4996 8388607
23 4096 145.977 16777215
24 4096 286.324 33554431
25 4096 578.201 67108863
26 4096 1146.87 134217727
27 4096 2452.31 268435455
28 4096 4981.05 536870911
29 4096 9388.73 1073741823
1 4489 0.00031 3
2 4489 0.000428 7
3 4489 0.000703 15
4 4489 0.000816 31
5 4489 0.001049 63
6 4489 0.001856 127
7 4489 0.004076 255
8 4489 0.005609 511
9 4489 0.010143 1023
10 4489 0.019963 2047
11 4489 0.039314 4095
12 4489 0.077338 8191
13 4489 0.153984 16383
14 4489 0.322836 32767
15 4489 0.620946 65535
16 4489 1.2723 131071
17 4489 2.49067 262143
18 4489 4.82911 524287
19 4489 9.39911 1048575
20 4489 19.6018 2097151
21 4489 36.2682 4194303
22 4489 73.121 8388607
23 4489 144.232 16777215
24 4489 286.38 33554431
25 4489 581.427 67108863
26 4489 1148.72 134217727
27 4489 2402.66 268435455
28 4489 4578.75 536870911
29 4489 9145.14 1073741823
1 4900 0.000348 3
2 4900 0.000439 7
3 4900 0.000458 15
4 4900 0.000693 31
5 4900 0.001208 63
6 4900 0.001705 127
7 4900 0.003248 255
8 4900 0.005483 511
9 4900 0.010509 1023
10 4900 0.020412 2047
11 4900 0.039289 4095
12 4900 0.077012 8191
13 4900 0.153087 16383
14 4900 0.305945 32767
15 4900 0.629525 65535
16 4900 1.23416 131071
17 4900 2.44186 262143
18 4900 4.79296 524287
19 4900 9.41543 1048575
20 4900 18.4861 2097151
21 4900 36.2502 4194303
22 4900 72.7451 8388607
23 4900 144.366 16777215
24 4900 289.927 33554431
25 4900 585.086 67108863
26 4900 1160.83 134217727
27 4900 2370.23 268435455
28 4900 4610.9 536870911
29 4900 9169.85 1073741823
1 5329 0.000316 3
2 5329 0.00053 7
3 5329 0.000564 15
4 5329 0.000847 31
5 5329 0.001118 63
6 5329 0.001792 127
7 5329 0.002978 255
8 5329 0.005504 511
9 5329 0.010292 1023
10 5329 0.019938 2047
11 5329 0.039165 4095
12 5329 0.077628 8191
13 5329 0.153143 16383
14 5329 0.310505 32767
15 5329 0.613528 65535
16 5329 1.24527 131071
17 5329 2.54617 262143
18 5329 4.80956 524287
19 5329 9.29061 1048575
20 5329 18.5856 2097151
21 5329 36.379 4194303
22 5329 72.5427 8388607
23 5329 145.133 16777215
24 5329 286.222 33554431
25 5329 582.078 67108863
26 5329 1149.95 134217727
27 5329 2335.04 268435455
28 5329 4624.9 536870911
29 5329 9166.01 1073741823
1 5776 0.000328 3
2 5776 0.000397 7
3 5776 0.000495 15
4 5776 0.000877 31
5 5776 0.001047 63
6 5776 0.001764 127
7 5776 0.003002 255
8 5776 0.005535 511
9 5776 0.010492 1023
10 5776 0.020177 2047
11 5776 0.039318 4095
12 5776 0.078562 8191
13 5776 0.157059 16383
14 5776 0.30666 32767
15 5776 0.643059 65535
16 5776 1.22443 131071
17 5776 2.4035 262143
18 5776 4.80775 524287
19 5776 9.30799 1048575
20 5776 18.2959 2097151
21 5776 36.4087 4194303
22 5776 72.8922 8388607
23 5776 143.97 16777215
24 5776 285.827 33554431
25 5776 589.596 67108863
26 5776 1149.73 134217727
27 5776 2321.93 268435455
28 5776 4627.42 536870911
29 5776 9153.95 1073741823
1 6241 0.000338 3
2 6241 0.000474 7
3 6241 0.000416 15
4 6241 0.000922 31
5 6241 0.001004 63
6 6241 0.001735 127
7 6241 0.00301 255
8 6241 0.005528 511
9 6241 0.010463 1023
10 6241 0.019803 2047
11 6241 0.039894 4095
12 6241 0.077546 8191
13 6241 0.153037 16383
14 6241 0.320981 32767
15 6241 0.610009 65535
16 6241 1.27604 131071
17 6241 2.4961 262143
18 6241 4.7651 524287
19 6241 9.29233 1048575
20 6241 18.5931 2097151
21 6241 37.4772 4194303
22 6241 72.2098 8388607
23 6241 144.041 16777215
24 6241 286.083 33554431
25 6241 581.164 67108863
26 6241 1188.08 134217727
27 6241 2313.33 268435455
28 6241 4624.07 536870911
29 6241 9288.63 1073741823
