n v tiempo llamadas
27 2401 2335.23 268435455
28 2401 4628.36 536870911
29 2401 9150.88 1073741823
1 2704 0.000316 3
2 2704 0.000313 7
3 2704 0.000497 15
4 2704 0.00102 31
5 2704 0.001068 63
6 2704 0.002746 127
7 2704 0.00325 255
8 2704 0.005614 511
9 2704 0.010298 1023
10 2704 0.050722 2047
11 2704 0.03907 4095
12 2704 0.095006 8191
13 2704 0.153137 16383
14 2704 0.321358 32767
15 2704 0.634791 65535
16 2704 1.2207 131071
17 2704 2.44339 262143
18 2704 4.7837 524287
19 2704 9.41446 1048575
20 2704 18.4952 2097151
21 2704 36.3023 4194303
22 2704 73.1538 8388607
23 2704 146.586 16777215
24 2704 285.903 33554431
25 2704 583.804 67108863
26 2704 1146.51 134217727
27 2704 2324.12 268435455
28 2704 4614.13 536870911
29 2704 9217.47 1073741823
1 3025 0.000218 3
2 3025 0.000375 7
3 3025 0.000601 15
4 3025 0.000852 31
5 3025 0.001152 63
6 3025 0.001768 127
7 3025 0.003026 255
8 3025 0.005409 511
9 3025 0.010345 1023
10 3025 0.020412 2047
11 3025 0.03943 4095
12 3025 0.076878 8191
13 3025 0.154107 16383
14 3025 0.306601 32767
15 3025 0.610707 65535
16 3025 1.23292 131071
17 3025 2.45134 262143
18 3025 4.79116 524287
19 3025 9.25979 1048575
20 3025 18.4112 2097151
21 3025 36.6985 4194303
22 3025 72.0132 8388607
23 3025 143.548 16777215
24 3025 285.732 33554431
25 3025 587.941 67108863
26 3025 1149.66 134217727
27 3025 2330.87 268435455
28 3025 4649.07 536870911
29 3025 9160.69 1073741823
1 3364 0.000328 3
2 3364 0.000403 7
3 3364 0.000388 15
4 3364 0.000875 31
5 3364 0.001161 63
6 3364 0.001715 127
7 3364 0.003057 255
8 3364 0.00561 511
9 3364 0.010193 1023
10 3364 0.020021 2047
11 3364 0.059832 4095
12 3364 0.077627 8191
13 3364 0.153736 16383
14 3364 0.30638 32767
15 3364 0.613696 65535
16 3364 1.24486 131071
17 3364 2.75757 262143
18 3364 4.73986 524287
19 3364 9.38681 1048575
20 3364 18.7084 2097151
21 3364 36.29 4194303
22 3364 72.2005 8388607
23 3364 145.845 16777215
24 3364 286.537 33554431
25 3364 579.262 67108863
26 3364 1146.16 134217727
27 3364 2329.95 268435455
28 3364 4629.67 536870911
29 3364 9157.91 1073741823
1 3721 0.000331 3
2 3721 0.000432 7
3 3721 0.00046 15
4 3721 0.000834 31
5 3721 0.001133 63
6 3721 0.001879 127
7 3721 0.003008 255
8 3721 0.008754 511
9 3721 0.010237 1023
10 3721 0.020139 2047
11 3721 0.039414 4095
12 3721 0.097573 8191
13 3721 0.154132 16383
14 3721 0.313707 32767
15 3721 0.623594 65535
16 3721 1.2358 131071
17 3721 2.46121 262143
18 3721 4.76061 524287
19 3721 9.40126 1048575
20 3721 18.4724 2097151
21 3721 36.6411 4194303
22 3721 72.2796 8388607
23 3721 143.662 16777215
24 3721 286.362 33554431
25 3721 576.143 67108863
26 3721 1147.39 134217727
27 3721 2319.47 268435455
28 3721 4631.24 536870911
29 3721 9155.49 1073741823
1 4096 0.000252 3
2 4096 0.000635 7
3 4096 0.000525 15
4 4096 0.000802 31
5 4096 0.001063 63
6 4096 0.001985 127
7 4096 0.003046 255
8 4096 0.005566 511
9 4096 0.01024 1023
10 4096 0.019894 2047
11 4096 0.039217 4095
12 4096 0.076989 8191
13 4096 0.153281 16383
14 4096 0.347668 32767
15 4096 0.611253 65535
16 4096 1.22464 131071
17 4096 2.43944 262143
18 4096 4.83834 524287
19 4096 9.39153 1048575
20 4096 18.2997 2097151
21 4096 36.173 4194303
22 4096 72.9064 8388607
23 4096 144.15 16777215
24 4096 285.749 33554431
25 4096 586.546 67108863
26 4096 1150.88 134217727
27 4096 2322.38 268435455
28 4096 4616.14 536870911
29 4096 9159.38 1073741823
1 4489 0.000244 3
2 4489 0.000414 7
3 4489 0.000513 15
4 4489 0.000771 31
5 4489 0.001112 63
6 4489 0.001858 127
7 4489 0.003679 255
8 4489 0.005446 511
9 4489 0.01036 1023
10 4489 0.020057 2047
11 4489 0.03937 4095
12 4489 0.077105 8191
13 4489 0.154189 16383
14 4489 0.305809 32767
15 4489 0.610843 65535
16 4489 1.24739 131071
17 4489 2.45914 262143
18 4489 4.77764 524287
19 4489 9.83837 1048575
20 4489 18.9504 2097151
21 4489 36.3231 4194303
22 4489 72.5708 8388607
23 4489 143.878 16777215
24 4489 286.237 33554431
25 4489 586.298 67108863
26 4489 1150.72 134217727
27 4489 2329.52 268435455
28 4489 4616.4 536870911
29 4489 9170.21 1073741823
1 4900 0.000292 3
2 4900 0.000449 7
3 4900 0.000489 15
4 4900 0.000682 31
5 4900 0.001143 63
6 4900 0.001759 127
7 4900 0.003088 255
8 4900 0.005513 511
9 4900 0.010235 1023
10 4900 0.019946 2047
11 4900 0.039407 4095
12 4900 0.077179 8191
13 4900 0.154064 16383
14 4900 0.306055 32767
15 4900 0.626748 65535
16 4900 1.22504 131071
17 4900 2.48768 262143
18 4900 4.85765 524287
19 4900 9.36335 1048575
20 4900 18.5117 2097151
21 4900 35.9849 4194303
22 4900 72.7647 8388607
23 4900 143.999 16777215
24 4900 286.752 33554431
25 4900 580.639 67108863
26 4900 1143.82 134217727
27 4900 2337.23 268435455
28 4900 4596.02 536870911
29 4900 9188.69 1073741823
1 5329 0.0002 3
2 5329 0.000348 7
3 5329 0.000679 15
4 5329 0.000922 31
5 5329 0.001532 63
6 5329 0.001857 127
7 5329 0.002993 255
8 5329 0.005484 511
9 5329 0.010434 1023
10 5329 0.019799 2047
11 5329 0.038911 4095
12 5329 0.078062 8191
13 5329 0.158951 16383
14 5329 0.374742 32767
15 5329 0.629079 65535
16 5329 1.2242 131071
17 5329 2.46633 262143
18 5329 4.77441 524287
19 5329 9.32323 1048575
20 5329 18.7002 2097151
21 5329 36.3324 4194303
22 5329 72.2796 8388607
23 5329 144.352 16777215
24 5329 293.298 33554431
25 5329 578.414 67108863
26 5329 1143.69 134217727
27 5329 2324.75 268435455
28 5329 4636.52 536870911
29 5329 9151.81 1073741823
1 5776 0.000331 3
2 5776 0.000327 7
3 5776 0.000514 15
4 5776 0.000654 31
5 5776 0.001159 63
6 5776 0.001791 127
7 5776 0.003051 255
8 5776 0.005448 511
9 5776 0.010258 1023
10 5776 0.020266 2047
11 5776 0.061309 4095
12 5776 0.077248 8191
13 5776 0.153029 16383
14 5776 0.305102 32767
15 5776 0.612526 65535
16 5776 1.22365 131071
17 5776 2.43774 262143
18 5776 4.81314 524287
19 5776 9.33033 1048575
20 5776 18.4437 2097151
21 5776 36.3601 4194303
22 5776 72.6067 8388607
23 5776 144.155 16777215
24 5776 286.036 33554431
25 5776 583.776 67108863
26 5776 1151.35 134217727
27 5776 2330.31 268435455
28 5776 4607.5 536870911
29 5776 9163.16 1073741823
1 6241 0.0003 3
2 6241 0.000336 7
3 6241 0.000578 15
4 6241 0.000758 31
5 6241 0.001146 63
6 6241 0.001753 127
7 6241 0.003075 255
8 6241 0.005575 511
9 6241 0.01052 1023
10 6241 0.020269 2047
11 6241 0.039259 4095
12 6241 0.077456 8191
13 6241 0.164401 16383
14 6241 0.324743 32767
15 6241 0.610839 65535
16 6241 1.23504 131071
17 6241 2.41287 262143
18 6241 4.90647 524287
19 6241 9.36945 1048575
20 6241 18.3776 2097151
21 6241 36.4687 4194303
22 6241 73.4319 8388607
23 6241 144.632 16777215
24 6241 285.948 33554431
25 6241 586.264 67108863
26 6241 1148.06 134217727
27 6241 2311.24 268435455
28 6241 4645.32 536870911
29 6241 9204.84 1073741823
