n v tiempo llamadas
1 4 0.00062 3
4 4 0.000868 14
7 4 0.00101 23
10 4 0.001803 49
13 4 0.002863 88
16 4 0.004082 130
19 4 0.005645 186
22 4 0.005227 231
25 4 0.006978 275
28 4 0.010134 322
31 4 0.00928 354
34 4 0.017906 612
37 4 0.01564 540
40 4 0.019973 783
43 4 0.020426 749
46 4 0.029982 1043
49 4 0.026026 942
52 4 0.031804 1145
55 4 0.034043 1232
58 4 0.032449 1238
61 4 0.039553 1416
64 4 0.045229 1578
67 4 0.040114 1615
70 4 0.061354 2565
73 4 0.053703 2185
76 4 0.062421 2437
79 4 0.062993 2484
1 25 0.000361 3
4 25 0.000747 17
7 25 0.002158 62
10 25 0.004016 197
13 25 0.011175 503
16 25 0.011696 497
19 25 0.015967 755
22 25 0.032378 1420
25 25 0.021461 1148
28 25 0.044435 2237
31 25 0.052343 2760
34 25 0.072099 3463
37 25 0.110173 5415
40 25 0.150928 7230
43 25 0.234683 9334
46 25 0.163453 8192
49 25 0.155209 8598
52 25 0.308042 14138
55 25 0.355305 18493
58 25 0.524498 23323
61 25 0.295803 16150
64 25 0.380584 19258
67 25 0.731822 31845
70 25 0.799308 36322
73 25 0.841451 38234
76 25 1.08543 47751
79 25 0.99775 47041
1 64 0.000408 3
4 64 0.000885 27
7 64 0.001804 66
10 64 0.002615 117
13 64 0.009131 390
16 64 0.015435 612
19 64 0.022534 994
22 64 0.024782 1185
25 64 0.03444 1685
28 64 0.067607 3254
31 64 0.087987 4067
34 64 0.052088 2813
37 64 0.167433 5724
40 64 0.113877 5914
43 64 0.186286 9429
46 64 0.18403 8542
49 64 0.341187 15124
52 64 0.294637 14320
55 64 0.299364 15223
58 64 0.514748 21834
61 64 0.584934 27153
64 64 0.573698 27706
67 64 0.613412 29631
70 64 0.751739 32805
73 64 0.964161 42789
76 64 0.996547 46518
79 64 1.21793 47208
1 121 0.000456 3
4 121 0.000926 21
7 121 0.001615 54
10 121 0.003914 153
13 121 0.015586 744
16 121 0.006791 344
