n v tiempo llamadas
1 3600 0.020626 3
4 3600 0.079096 29
7 3600 0.059087 181
10 3600 0.11757 935
13 3600 0.216701 4243
16 3600 0.589471 17105
19 3600 1.13967 34225
1 3969 0.02516 3
4 3969 0.040855 29
7 3969 0.07155 205
10 3969 0.121215 1199
13 3969 0.234773 4819
16 3969 0.62863 17925
19 3969 1.25909 38803
1 4356 0.027303 3
4 4356 0.044329 31
7 4356 0.077461 179
10 4356 0.131054 1099
13 4356 0.228194 3903
16 4356 0.637601 17689
19 4356 1.41609 43921
1 4761 0.029371 3
4 4761 0.047338 29
7 4761 0.088668 189
10 4761 0.127948 739
13 4761 0.260245 4769
16 4761 0.585616 15545
19 4761 1.48105 44943
1 5184 0.030345 3
4 5184 0.051699 31
7 5184 0.092906 189
10 5184 0.141963 923
13 5184 0.261274 4745
16 5184 0.694068 18943
19 5184 1.50798 44891
1 5625 0.030538 3
4 5625 0.056244 29
7 5625 0.100062 159
10 5625 0.156048 1023
13 5625 0.259687 3863
16 5625 0.651423 17183
19 5625 1.67512 50641
1 6084 0.034522 3
4 6084 0.058884 31
7 6084 0.113143 205
10 6084 0.164293 1065
13 6084 0.288407 4739
16 6084 0.900271 26325
19 6084 1.68317 51091
1 6561 0.037063 3
4 6561 0.067967 31
7 6561 0.1164 193
10 6561 0.178361 1055
13 6561 0.334116 5935
16 6561 0.834758 22599
19 6561 1.8762 57087
1 7056 0.039503 3
4 7056 0.073419 29
7 7056 0.122622 199
10 7056 0.179971 1021
13 7056 0.322433 5125
16 7056 0.689097 17267
19 7056 2.06383 58321
1 7569 0.057981 3
4 7569 0.077262 31
7 7569 0.134147 197
10 7569 0.249493 1035
13 7569 0.351376 5017
16 7569 0.750854 18607
19 7569 2.16882 66233
1 8100 0.043184 3
4 8100 0.084661 29
7 8100 0.144012 173
10 8100 0.199277 967
13 8100 0.321116 4119
16 8100 0.84521 18443
19 8100 1.81756 53605
1 8649 0.04605 3
4 8649 0.090026 29
7 8649 0.154629 189
10 8649 0.212724 1059
13 8649 0.325222 3489
16 8649 0.781142 18551
19 8649 2.13272 62145
1 9216 0.050315 3
4 9216 0.096633 29
7 9216 0.166246 159
10 9216 0.227828 1071
13 9216 0.384568 5361
16 9216 0.865832 20945
19 9216 2.2952 66955
1 9801 0.049834 3
4 9801 0.100513 29
7 9801 0.172264 163
10 9801 0.241838 1069
13 9801 0.373448 4207
16 9801 0.884382 21679
19 9801 2.03182 57329
