n v tiempo llamadas
1 3600 0.023561 3
4 3600 0.037387 31
7 3600 0.062002 181
10 3600 0.108399 1093
13 3600 0.233905 4967
16 3600 0.568836 15997
19 3600 1.26447 38449
1 3969 0.024977 3
4 3969 0.041176 31
7 3969 0.072832 189
10 3969 0.117097 907
13 3969 0.232742 4539
16 3969 0.61498 17667
19 3969 1.21597 37265
1 4356 0.026884 3
4 4356 0.044322 31
7 4356 0.077304 209
10 4356 0.127285 1145
13 4356 0.251398 5061
16 4356 0.621324 17023
19 4356 1.4889 44457
1 4761 0.029358 3
4 4761 0.047421 29
7 4761 0.089121 175
10 4761 0.135967 949
13 4761 0.275983 5405
16 4761 0.617026 17241
19 4761 1.38264 42177
1 5184 0.028404 3
4 5184 0.051284 31
7 5184 0.092278 171
10 5184 0.144155 911
13 5184 0.293972 5175
16 5184 0.628871 16931
19 5184 1.69671 48201
1 5625 0.032932 3
4 5625 0.056321 31
7 5625 0.100123 189
10 5625 0.159815 1305
13 5625 0.294486 5475
16 5625 0.703983 18387
19 5625 1.71284 50883
1 6084 0.040307 3
4 6084 0.059 31
7 6084 0.109021 205
10 6084 0.168028 929
13 6084 0.279204 4457
16 6084 0.730684 19759
19 6084 1.73489 51857
1 6561 0.035008 3
4 6561 0.072128 29
7 6561 0.117629 171
10 6561 0.179029 989
13 6561 0.293596 4403
16 6561 0.655032 16691
19 6561 1.80931 54407
1 7056 0.039343 3
4 7056 0.072959 29
7 7056 0.122456 177
10 7056 0.177562 831
13 7056 0.330787 5283
16 7056 0.86689 22937
19 7056 1.85168 56163
1 7569 0.041264 3
4 7569 0.079893 29
7 7569 0.130815 207
10 7569 0.192011 909
13 7569 0.336796 5183
16 7569 0.806731 20689
19 7569 1.82368 54133
1 8100 0.044328 3
4 8100 0.082104 29
7 8100 0.139983 159
10 8100 0.201682 881
13 8100 0.330139 4285
16 8100 0.997489 27283
19 8100 1.98791 59363
1 8649 0.046565 3
4 8649 0.129031 29
7 8649 0.160656 189
10 8649 0.208652 843
13 8649 0.350889 4299
16 8649 0.819063 19845
19 8649 1.98732 57055
1 9216 0.050599 3
4 9216 0.095931 31
7 9216 0.160597 199
10 9216 0.226375 1003
13 9216 0.386216 5173
16 9216 0.935336 23701
19 9216 1.87648 52445
1 9801 0.050455 3
4 9801 0.105087 31
7 9801 0.164081 203
10 9801 0.237767 867
13 9801 0.383727 4567
16 9801 0.877904 19245
19 9801 2.36364 70189
