n v tiempo llamadas
1 3600 0.000416 3
4 3600 0.000973 20
7 3600 0.001237 41
10 3600 0.002047 94
13 3600 0.0047 266
16 3600 0.004152 236
19 3600 0.005206 305
1 3969 0.000442 3
4 3969 0.00086 20
7 3969 0.001177 41
10 3969 0.001719 74
13 3969 0.002481 120
16 3969 0.004464 250
19 3969 0.00468 268
1 4356 0.000414 3
4 4356 0.000856 18
7 4356 0.001596 55
10 4356 0.002955 132
13 4356 0.003164 155
16 4356 0.00374 198
19 4356 0.010299 638
1 4761 0.000467 3
4 4761 0.000736 15
7 4761 0.001201 37
10 4761 0.001757 76
13 4761 0.002983 152
16 4761 0.00604 300
19 4761 0.004874 287
1 5184 0.000315 3
4 5184 0.000813 16
7 5184 0.001067 36
10 5184 0.001688 70
13 5184 0.003849 187
16 5184 0.003395 184
19 5184 0.006337 375
1 5625 0.000355 3
4 5625 0.000899 17
7 5625 0.001061 36
10 5625 0.002556 121
13 5625 0.003058 169
16 5625 0.00333 191
19 5625 0.008171 484
1 6084 0.000415 3
4 6084 0.000794 17
7 6084 0.00197 49
10 6084 0.001914 76
13 6084 0.002889 142
16 6084 0.003805 207
19 6084 0.006099 355
1 6561 0.000415 3
4 6561 0.000705 15
7 6561 0.001121 36
10 6561 0.001788 78
13 6561 0.003285 170
16 6561 0.002855 162
19 6561 0.004789 272
1 7056 0.000309 3
4 7056 0.000787 16
7 7056 0.001254 38
10 7056 0.00153 67
13 7056 0.002788 135
16 7056 0.005758 320
19 7056 0.005365 328
1 7569 0.000368 3
4 7569 0.000783 15
7 7569 0.001436 49
10 7569 0.002081 90
13 7569 0.00386 208
16 7569 0.004543 241
19 7569 0.004595 273
1 8100 0.000413 3
4 8100 0.000701 15
7 8100 0.001265 36
10 8100 0.001899 66
13 8100 0.002192 112
16 8100 0.006676 383
19 8100 0.005189 301
1 8649 0.000358 3
4 8649 0.000677 15
7 8649 0.001333 46
10 8649 0.001819 69
13 8649 0.00226 113
16 8649 0.004119 217
19 8649 0.006241 369
1 9216 0.000426 3
4 9216 0.000654 15
7 9216 0.001554 53
10 9216 0.002077 80
13 9216 0.003256 158
16 9216 0.007794 451
19 9216 0.004928 286
1 9801 0.000433 3
4 9801 0.000734 15
7 9801 0.001983 58
10 9801 0.001795 73
13 9801 0.002438 129
16 9801 0.003112 170
19 9801 0.008031 496
