n v tiempo llamadas
17 1849 0.678633 22153
18 1849 0.720114 23051
19 1849 0.886748 28729
20 1849 0.947399 31745
21 1849 0.99388 34143
22 1849 1.06939 36953
23 1849 1.18264 42307
24 1849 1.41969 49013
25 1849 1.43952 49039
26 1849 2.34445 54661
27 1849 1.64936 56909
28 1849 1.855 61627
29 1849 1.90896 63595
1 2116 0.013602 3
2 2116 0.016903 7
3 2116 0.020144 15
4 2116 0.023887 31
5 2116 0.030495 55
6 2116 0.031736 119
7 2116 0.035434 195
8 2116 0.045032 473
9 2116 0.056695 727
10 2116 0.073022 1221
11 2116 0.092021 2031
12 2116 0.134825 3455
13 2116 0.241176 7931
14 2116 0.341275 10785
15 2116 0.47574 15057
16 2116 0.607884 18261
17 2116 0.717017 22951
18 2116 0.698327 21441
19 2116 0.914509 29547
20 2116 1.00795 33327
21 2116 1.14469 39247
22 2116 1.44578 45053
23 2116 1.35034 47351
24 2116 1.60982 51983
25 2116 1.63889 54895
26 2116 2.66537 58847
27 2116 1.90619 64925
28 2116 2.05398 69297
29 2116 2.19378 74131
1 2401 0.016821 3
2 2401 0.017789 7
3 2401 0.02217 15
4 2401 0.027463 29
5 2401 0.029067 59
6 2401 0.034273 117
7 2401 0.040426 235
8 2401 0.047936 469
9 2401 0.061289 685
10 2401 0.076969 1267
11 2401 0.109577 2219
12 2401 0.186813 5255
13 2401 0.216193 5783
14 2401 0.252173 6983
15 2401 0.527113 16759
16 2401 0.692301 22497
17 2401 0.769059 24761
18 2401 0.838294 26627
19 2401 1.12611 36427
20 2401 1.18285 41149
21 2401 1.19264 40737
22 2401 1.41507 48459
23 2401 1.5839 55161
24 2401 1.74496 59373
25 2401 1.90235 62995
26 2401 1.94322 67537
27 2401 2.12902 72705
28 2401 2.17636 74061
29 2401 2.40091 83597
1 2704 0.030111 3
2 2704 0.019516 7
3 2704 0.023567 15
4 2704 0.0286 29
5 2704 0.032139 63
6 2704 0.039987 119
7 2704 0.044673 229
8 2704 0.054339 347
9 2704 0.067358 829
10 2704 0.090543 1813
11 2704 0.119169 2273
12 2704 0.179029 3961
13 2704 0.274596 7453
14 2704 0.409346 12927
15 2704 0.445855 12887
16 2704 0.683547 21901
17 2704 0.818745 25903
18 2704 0.898688 28341
19 2704 1.22122 39799
20 2704 1.21802 41659
21 2704 1.49938 51963
22 2704 1.69891 57357
23 2704 1.68203 56677
24 2704 1.71663 58301
25 2704 1.99358 68891
26 2704 2.27661 76975
27 2704 2.33012 82041
28 2704 2.51348 86111
29 2704 2.73785 90117
1 3025 0.01952 3
2 3025 0.01983 7
3 3025 0.026529 15
4 3025 0.031095 31
5 3025 0.036797 63
6 3025 0.042163 127
7 3025 0.048815 255
8 3025 0.069481 463
9 3025 0.07097 823
10 3025 0.108799 1401
11 3025 0.13554 2555
12 3025 0.163609 3347
13 3025 0.291021 8729
14 3025 0.395521 11867
15 3025 0.571561 16293
16 3025 0.716776 21893
17 3025 0.844859 26145
18 3025 1.04454 33033
19 3025 1.29387 43191
20 3025 1.38796 47163
21 3025 1.5653 52981
22 3025 1.75499 59899
23 3025 1.80172 62199
24 3025 1.98398 67893
25 3025 2.23872 76991
26 3025 2.4815 81827
27 3025 2.61463 89995
28 3025 2.92811 93729
29 3025 2.90251 99319
1 3364 0.02131 3
2 3364 0.022419 7
3 3364 0.028259 15
4 3364 0.034469 31
5 3364 0.042935 59
6 3364 0.061803 125
7 3364 0.056601 229
8 3364 0.065498 389
9 3364 0.087516 639
10 3364 0.10183 929
11 3364 0.140975 2523
12 3364 0.20936 5769
13 3364 0.306407 8969
14 3364 0.412956 11939
15 3364 0.595456 18699
16 3364 0.705742 21571
17 3364 0.960778 29609
18 3364 0.948524 30247
19 3364 1.21937 39827
20 3364 1.49945 49975
21 3364 1.80954 61623
22 3364 1.83764 62067
23 3364 2.04385 70123
24 3364 2.19295 73887
25 3364 2.36197 83781
26 3364 2.53326 86291
27 3364 2.84481 96659
28 3364 3.09311 103799
29 3364 3.04374 102445
1 3721 0.021042 3
2 3721 0.024266 7
3 3721 0.032566 15
4 3721 0.037541 29
5 3721 0.043977 63
6 3721 0.050294 103
7 3721 0.05796 247
8 3721 0.078845 371
9 3721 0.09391 767
10 3721 0.119322 1719
11 3721 0.140207 1861
12 3721 0.225424 5661
13 3721 0.210298 3933
14 3721 0.468726 14757
15 3721 0.571828 17041
16 3721 0.944145 27973
17 3721 1.03582 32309
18 3721 1.14828 36125
19 3721 1.40525 44227
20 3721 1.46237 47861
21 3721 1.78881 60887
22 3721 2.02245 68749
23 3721 2.41979 81421
24 3721 2.43046 84271
25 3721 2.77779 94471
26 3721 2.91789 99319
27 3721 3.14249 106049
28 3721 3.51688 122201
29 3721 3.81737 123107
1 4096 0.022873 3
2 4096 0.026483 7
3 4096 0.034368 15
4 4096 0.044177 31
5 4096 0.049268 63
6 4096 0.056485 105
7 4096 0.069658 253
8 4096 0.084517 463
9 4096 0.101445 641
10 4096 0.134741 1307
11 4096 0.157684 2353
12 4096 0.229793 4857
13 4096 0.245909 4947
14 4096 0.370282 8901
15 4096 0.551029 15979
16 4096 0.782653 24081
17 4096 1.19393 36615
18 4096 1.3865 41947
19 4096 1.503 48071
20 4096 1.79296 59995
21 4096 1.83585 61939
22 4096 2.17945 74429
23 4096 2.44299 82949
24 4096 2.7357 92155
25 4096 3.04269 98713
26 4096 3.94158 102017
27 4096 3.42792 109413
28 4096 4.71758 122775
29 4096 3.76672 128215
1 4489 0.025801 3
2 4489 0.028612 7
3 4489 0.038355 15
4 4489 0.04484 31
5 4489 0.052613 63
6 4489 0.066846 113
7 4489 0.079906 227
8 4489 0.094825 409
9 4489 0.109513 789
10 4489 0.139698 1731
11 4489 0.170214 2343
12 4489 0.216149 4077
13 4489 0.308283 7377
14 4489 0.466373 12031
15 4489 0.621175 18323
16 4489 0.954472 27047
17 4489 1.14555 35783
18 4489 1.47877 46989
19 4489 1.6738 52997
20 4489 1.93156 64487
21 4489 2.31784 79531
22 4489 2.40078 77725
23 4489 2.76291 94065
24 4489 2.99077 104493
25 4489 3.09139 104067
26 4489 3.35224 113071
27 4489 3.7097 125215
28 4489 3.84556 130555
29 4489 4.16077 140135
1 4900 0.03073 3
2 4900 0.032493 7
3 4900 0.040604 15
4 4900 0.048173 31
5 4900 0.058257 57
6 4900 0.072155 123
7 4900 0.086554 247
8 4900 0.099767 439
9 4900 0.122274 675
10 4900 0.147294 1505
11 4900 0.17484 2391
12 4900 0.238136 4501
13 4900 0.348112 9059
14 4900 0.431512 11301
15 4900 0.638971 18265
16 4900 0.988958 31037
17 4900 1.10687 32571
18 4900 1.53752 46849
19 4900 1.89847 60797
20 4900 1.79318 59351
21 4900 2.39825 80323
22 4900 2.56137 85941
23 4900 2.87279 96317
24 4900 2.9348 98893
25 4900 3.24927 107413
26 4900 3.55681 120699
27 4900 3.97864 135467
28 4900 4.24377 143973
29 4900 4.2134 146757
1 5329 0.030446 3
2 5329 0.035889 7
3 5329 0.044204 15
4 5329 0.053625 31
5 5329 0.065939 63
6 5329 0.078546 121
7 5329 0.093838 227
8 5329 0.109223 449
9 5329 0.127148 941
10 5329 0.153063 1423
11 5329 0.183334 2107
12 5329 0.248497 4593
13 5329 0.356156 9241
14 5329 0.434402 10505
15 5329 0.604043 16937
16 5329 0.87839 26499
17 5329 1.27795 39509
18 5329 1.55751 47749
19 5329 1.70538 52679
20 5329 2.21863 73577
21 5329 2.30894 76633
22 5329 2.87289 97025
23 5329 3.06817 102041
24 5329 3.3127 112369
25 5329 3.74236 126161
26 5329 6.06284 142051
27 5329 4.19223 140951
28 5329 4.68986 157371
29 5329 4.98477 170955
1 5776 0.046444 3
2 5776 0.036843 7
3 5776 0.047795 15
4 5776 0.058802 29
5 5776 0.070102 63
6 5776 0.085993 115
7 5776 0.09931 219
8 5776 0.113715 491
9 5776 0.136603 819
10 5776 0.162151 1415
11 5776 0.200304 2487
12 5776 0.25274 4565
13 5776 0.356106 8269
14 5776 0.497753 12999
15 5776 0.597146 15385
16 5776 1.1164 34897
17 5776 1.26701 38409
18 5776 1.4183 42683
19 5776 1.97191 62823
20 5776 2.15245 70965
21 5776 2.27988 75223
22 5776 2.88623 100083
23 5776 3.33971 111859
24 5776 3.50593 117751
25 5776 4.23147 142167
26 5776 6.54304 146857
27 5776 4.76771 162189
28 5776 5.0823 167947
29 5776 5.29164 177749
1 6241 0.031387 3
2 6241 0.041257 7
3 6241 0.050944 15
4 6241 0.066004 31
5 6241 0.074815 63
6 6241 0.091742 119
7 6241 0.109997 217
8 6241 0.130216 387
9 6241 0.144119 931
10 6241 0.168228 1119
11 6241 0.249964 2711
12 6241 0.262115 4341
13 6241 0.387231 9409
14 6241 0.614494 17387
15 6241 0.815466 25345
16 6241 1.17066 36421
17 6241 1.42601 43631
18 6241 1.86859 58465
19 6241 1.91125 57315
20 6241 2.21794 71971
21 6241 2.717 88493
22 6241 3.0247 102393
23 6241 3.53129 116893
24 6241 4.06319 134419
25 6241 4.17246 139169
26 6241 5.34734 149001
27 6241 4.83522 164081
28 6241 5.58691 184181
29 6241 5.51124 184195
